tokens,span_start_index,span_end_index
"['#ये', 'हैं', '#जावेदअख्तर', 'की', 'पोती', 'उर्फीजावेद.', '#मुंबईएयरपोर्ट', 'पर', 'इस', 'पोशाक', 'को', 'देखें।', 'जावेद', 'अख्तर', '#शरीयत', 'और', 'डर', 'पर', 'बात', 'करते', 'हैं', 'और', 'ज्ञान', 'देते', 'हैं.', 'बाकी', 'उर्फी', 'पूरा', '#पाकिस्तान', '#तालिबान', 'दिखाकर', '#शरीयत', 'को', 'चुनौती', 'दे', 'रहे', 'हैं', 'लोगों', 'को', 'बताओ', '#काशरिया', 'कानून', 'के', 'मुताबिक', 'सजा', 'क्या', 'है', '#पोस्ट', 'के', 'लिए', 'खेद', 'है', '🙏🙏']",[27],[52]
"['बिल्कुल', 'भी', 'आश्चर्य', 'नहीं', 'हुआ,', 'एक', 'ब्रिटिश', 'एजेंट', 'होने', 'के', 'नाते', 'उन्हें', 'रानी', 'के', 'नाम', 'पर', 'शपथ', 'लेने', 'के', 'लिए', 'मजबूर', 'किया', 'गया', 'था']",[2],[21]
"['लॉरेन', 'बोएबर्ट:', '""चीनी', 'जासूसी', 'गुब्बारा', '60K', 'फीट', 'ऊंचा', 'था,', 'जो', 'लगभग', 'एक', 'मील', 'है।""', 'हाँ,', 'GED', 'पास', 'करने', 'में', 'उसे', '4', 'बार', 'लगे।']",[0],[13]
"['सीनेटर', 'ली', 'ने', 'हमारे', 'चुनाव', 'को', 'पलटने', 'के', 'लिए', 'नकली', 'कानूनी', 'प्रयासों', 'की', 'सलाह', 'दी,', 'हमारे', 'लोकतंत्र', 'को', 'नष्ट', 'करने', 'की', 'योजना', 'के', 'बारे', 'में', 'चुप', 'रहे', 'और', '6', 'जनवरी', 'के', 'विद्रोहियों', 'का', 'बचाव', 'किया।', 'अब', 'ट्रंप', 'के', 'वकील', 'ली', 'की', 'संलिप्तता', 'पर', 'पांचवीं', 'दलील', 'दे', 'रहे', 'हैं।', '@SenMikeLee,', 'यूटा', 'सच', 'जानने', 'का', 'हकदार', 'है।', 'हमारा', 'विज्ञापन:']",[0],[34]
"['एमएचआरए', 'सभी', 'उपलब्ध', 'सूचनाओं', 'की', 'समीक्षा', 'कर', 'रहा', 'है', 'और', 'यह', 'सुनिश्चित', 'करने', 'के', 'लिए', 'एनएचएस', 'टेस्ट', 'और', 'ट्रेस', 'के', 'साथ', 'मिलकर', 'काम', 'कर', 'रहा', 'है', 'कि', 'यूके', 'में', 'उपयोग', 'किए', 'जा', 'रहे', 'उत्पादों', 'के', 'किसी', 'भी', 'निहितार्थ', 'को', 'समझने', 'के', 'लिए', 'हमारी', 'सामान्य', 'प्रक्रिया', 'के', 'अनुसार', 'पूर्ण', 'जोखिम', 'मूल्यांकन', 'किया', 'जाए।', '“रोगी', 'सुरक्षा', 'हमारी', 'मुख्य', 'प्राथमिकता', 'है', 'और', 'जब', 'भी', 'आवश्यक', 'होगा', 'हम', 'सुरक्षा', 'सूचना', 'जारी', 'करेंगे']",[0],[26]
"['रासायनिक', 'गर्भपात', 'की', 'गोलियाँ', '""सुरक्षित""', 'नहीं', 'हैं।', 'इन', 'गोलियों', 'ने', '20', 'से', 'अधिक', 'महिलाओं', 'और', 'अनगिनत', 'पूर्वजन्म', 'वाले', 'शिशुओं', 'की', 'जान', 'ले', 'ली', 'है', 'और', 'संक्रमण,', 'सर्जरी,', 'बांझपन,', 'अवसाद,', 'भयानक', 'दर्द', 'और', 'मृत्यु', 'का', 'खतरा', 'है।']",[0],[6]
"['टूटी', 'खबर', 'अफगानिस्तान', 'में', 'तालिबान', 'आतंकवादियों', 'ने', 'देश', 'में', 'मोबाइल', 'फोन', 'के', 'इस्तेमाल', 'पर', 'प्रतिबंध', 'लगा', 'दिया', 'है।', 'उन्होंने', 'उन्हें', 'इकट्ठा', 'किया', 'और', 'सबमें', 'आग', 'लगा', 'दी।']",[2],[12]
"['मुझे', 'अभी', 'शानदार', '@GSTTnhs', 'टीम', 'से', 'बूस्टर', 'जैब', 'मिला', 'है।', 'जब', 'आपकी', 'बारी', 'आए,', 'तो', 'अपना', 'बूस्टर', 'प्राप्त', 'करें', 'और', 'अपने', 'दोस्तों', 'और', 'परिवार', 'को', 'भी', 'ऐसा', 'करने', 'के', 'लिए', 'कहें।', 'आइए', 'वायरस', 'को', 'दूसरा', 'मौका', 'न', 'दें।']",[0],[7]
"['ये', 'राहुल', 'खान', 'नहीं', 'है']",[0],[4]
"['पम्बिहिरंग', 'पगकाताओन', 'उपांग', 'मालिस', 'एंग', 'सकित', 'सा', 'तियान', '5', 'मिनट', 'से', 'अधिक', 'समय', 'तक।', '7', 'दिनों', 'के', 'उपचार', 'के', 'बाद', '-', 'रिफ्लक्स', 'के', 'साथ', '-', 'अल्सर', '-', '✔', 'समय', 'पर', 'जोखिम', '✔', 'दर्द', 'निवारक', '-', 'अधिक', 'वजन', '✔', 'साइड', 'इफ़ेक्ट,', 'पुनरावृत्ति', 'के', 'साथ', 'आई-क्लिक', 'करें', 'और', '""माटुटो', 'पा""', 'पर', 'क्लिक', 'करें।', 'टेलीफ़ोन', 'के', 'शीर्ष', 'पर', 'एक', 'नंबर', 'और', 'पिनाकमहुषाय', 'ने', 'अपने', 'प्रश्न', 'का', 'उत्तर', 'दिया।']",[14],[38]
"['घोटालेबाजों', 'ने', 'तुरंत', 'अपने', 'नवीनतम', 'महान', 'अवसर', 'की', 'पहचान', 'कर', 'ली', 'है,', 'जिसमें', 'कई', 'लोग,', 'विशेषकर', 'बुजुर्ग,', 'अलग-थलग', 'पड़', 'गए', 'हैं।', 'आज', 'सुबह', 'पाठ', 'मिला.', 'कॉस्मेटिक', 'रूप', 'से', 'सही', 'घोटाला', 'यूके', 'जीओवी', 'साइट', 'भुगतान', 'के', 'इस', 'वादे', 'के', 'साथ', 'व्यक्तिगत', 'डेटा', 'प्राप्त', 'करने', 'का', 'प्रयास', 'करती', 'है।', 'कृपया', 'उन', 'लोगों', 'को', 'चेतावनी', 'दें', 'जिनके', 'बारे', 'में', 'आपको', 'लगता', 'है', 'कि', 'वे', 'असुरक्षित', 'हो', 'सकते', 'हैं।', 'यहां', 'तक', 'कि', 'सबसे', 'अधिक', 'जानकार', 'भी', 'इस', 'समय', 'तनाव', 'में', 'हैं', 'और', 'धोखा', 'खा', 'सकते', 'हैं।']",[25],[44]
"['“अमेरिका', 'में', 'कई', 'लोगों', 'के', 'लिए', 'यह', 'बात', 'समझाना', 'कठिन', 'है', 'कि', 'पृथ्वी', 'पानी', 'बनाती', 'है।”', 'हम', 'इस', 'तक', 'पहुंच', 'सकते', 'हैं', 'और', 'अपनी', 'समस्याओं', 'का', 'समाधान', 'कर', 'सकते', 'हैं।', 'पानी', 'के', 'स्वच्छ,', 'वस्तुतः', 'अनंत', 'स्रोत', 'हमारे', 'पैरों', 'के', 'नीचे', ""हैं।''"", '---', 'पाल', 'पौएर।', 'प्राथमिक', 'जल', 'क्या', 'है', 'और', 'यह', 'अन्य', 'जल', 'स्रोतों', 'से', 'किस', 'प्रकार', 'भिन्न', 'है?', '.', '“प्राथमिक', 'जल,', 'हमारे', 'महासागरों', 'का', 'मूल', 'स्रोत,', 'अभी', 'भी', 'भूवैज्ञानिक', 'शक्तियों', 'द्वारा', 'बनाया', 'जा', 'रहा', 'है।', 'वह', 'पानी,', 'आमतौर', 'पर', 'पीने', 'योग्य', 'रूप', 'में,', 'हजारों', 'स्थानों', 'से', 'पृथ्वी', 'की', 'सतह', 'पर', 'आता', 'है,', 'कुछ', 'प्रसिद्ध', 'स्थान', 'जैसे', 'जेरिको', 'और', 'बहरीन', 'जहां', 'इसने', 'हजारों', 'वर्षों', 'से', 'हजारों', 'लोगों', 'को', 'पीने', 'का', 'पानी', 'उपलब्ध', 'कराया', 'है।', 'यह', 'दुनिया', 'भर', 'में', 'गहरी', 'खदानों', 'में', 'समा', 'जाता', 'है।', 'नए,', 'या', 'प्राथमिक,', 'जल', 'झरनों', 'और', 'कुओं', 'की', 'पहचान', 'यह', 'है', 'कि', 'वे', 'स्थिर', 'तापमान', 'और', 'प्रवाह', 'पर', 'पानी', 'उपलब्ध', 'कराते', 'हैं।', 'लेकिन', '""नए', 'पानी""', 'के', 'इस', 'विश्वव्यापी', 'स्रोत', 'को', 'संयुक्त', 'राज्य', 'अमेरिका', 'सहित', 'अधिकांश', 'देशों', 'में', 'भूवैज्ञानिकों', 'और', 'आम', 'लोगों', 'द्वारा', 'नजरअंदाज', 'कर', 'दिया', 'गया', 'है।', '.', 'हमेशा', 'याद', 'रखें', 'कि', 'हम', 'जल', 'आधारित', 'ग्रह', 'पर', 'रहते', 'हैं!', '.', 'https://cultivateelevate.com/blog/primary-water-and-why-we-are-never-running-out-of-water/।', '#मानसिकस्वास्थ्य', '#चेतना', '#इलेक्ट्रोकल्चर', '#अपना', 'भोजन', 'उगाएं', '#जलवायु', 'परिवर्तन', '#शिलाजीत', '#जैविक', '#शाकाहारी', 'भोजन', '#समग्र', 'स्वास्थ्य', '#पौधे', 'आधारित', 'आहार', '#सूखा', '#सूखा2022', '#बागवानी', '#सफाई', '#कॉफीटाइम', '#समाधान', '#ध्यान', '#खेती', '#जड़ी-बूटी', '#मस्तिष्कस्वास्थ्य', '#किसानबाजार', '#प्रकृति', '#खेती', 'ऊंचाई', '#क्रिस्टल', '#बगीचे', '#प्राथमिक', 'जल', '#समग्र', 'उपचार', '#कीटनाशक', '#जल']",[145],[170]
"['फेस', 'मास्क', 'पहनने', 'से', 'आपको', 'लीजियोनिएरेस', 'रोग', 'नहीं', 'हो', 'सकता।', 'लीजिओनेला', 'बैक्टीरिया', 'पीने', 'के', 'पानी', 'में', 'सांस', 'लेने', 'या', 'पानी', 'की', 'बूंदों', 'में', 'सांस', 'लेने', 'से', 'फैलता', 'है।', 'लीजियोनेला', 'श्वसन', 'बूंदों', 'के', 'माध्यम', 'से', 'एक', 'व्यक्ति', 'से', 'दूसरे', 'व्यक्ति', 'में', 'नहीं', 'फैलता', 'है', 'और', 'न', 'ही', 'बैक्टीरिया', 'शुष्क', 'सतहों', 'पर', 'जीवित', 'रहता', 'है।', 'आपका', 'मास्क', 'लीजियोनेला', 'बैक्टीरिया', 'के', 'संचरण', 'का', 'स्रोत', 'नहीं', 'होगा']",[0],[9]
"['2', 'साल', 'पहले,', 'हमारे', 'मिशिगन', 'समुदाय', 'में', 'शांति', 'भंग', 'हो', 'गई:', '🔥', 'दंगे', '🔥', '7', 'पुलिस', 'कारें', 'जला', 'दी', 'गईं', '🔥', '100', 'से', 'अधिक', 'व्यवसाय', 'क्षतिग्रस्त', '🔥', 'मिशिगन', 'में', 'लाखों', 'की', 'लागत', 'और', 'दंगों', 'के', 'ठीक', 'एक', 'दिन', 'बाद', 'हिलेरी', 'शोल्टेन', 'की', 'प्रतिक्रिया:', '→', 'उन्होंने', 'विनाश', 'को', 'खारिज', 'कर', 'दिया', 'और', 'दंगाइयों', 'की', 'प्रशंसा', 'की', '🤯', '→', 'और', 'यहां', 'तक', 'कि', 'एक', 'ऐसे', 'समूह', 'के', 'साथ', 'भी', 'काम', 'किया', 'जो', 'चाहता', 'था', 'कि', 'दंगाई', 'विनाश', 'करके', 'भाग', 'जाएं', '🤯', 'हिलेरी', 'शोल्टेन।', 'वह', 'उनके', 'साथ', 'है.', 'हमें', 'नहीं।', 'तथ्य', 'प्राप्त', 'करें', '⬇️']",[21],[43]
"['…..एक', 'बात', 'बताओ...जो', 'बाज', 'यहां', 'है...ये', 'बाज', 'यहां', 'क्यों', 'उड़', 'रहे', 'हैं।', 'मुझे', 'बताओ,', 'ये', 'चील', 'यहाँ', 'क्या', 'कर', 'रहे', 'हैं?', 'क्या', 'कोई', 'मुझे', 'बता', 'सकता', 'है', 'कि', 'यहां', 'के', 'चील', 'यहां', 'क्यों', 'घूम', 'रहे', 'हैं...', 'क्योंकि', 'उन्हें', 'पिछले', 'पांच', 'साल', 'से', 'रोजगार', 'नहीं', 'मिल', 'रहा', 'है।']",[36],[46]
"['क्या', 'मोदी', 'सरकार', 'ने', '2014', 'में', 'आरबीआई', 'का', '200', 'टन', 'सोना', 'गुप्त', 'रूप', 'से', 'स्विट्जरलैंड', 'भेजा', 'था?', '“सोना', 'बदलने', 'के', 'बदले', 'में', 'सरकार', 'को', 'क्या', 'मिला?', 'लेन-देन', 'की', 'जानकारी', 'सार्वजनिक', 'डोमेन', 'में', 'क्यों', 'उपलब्ध', 'नहीं', ""है?''""]",[1],[15]
"['जहां', 'संभव', 'हो,', 'हम', 'ऐसे', 'पेजों', 'की', 'रिपोर्ट', 'करने', 'के', 'लिए', 'कदम', 'उठाते', 'हैं', '-', 'हालांकि', 'कभी-कभी', 'वे', 'आवश्यकता', 'से', 'अधिक', 'समय', 'तक', 'सक्रिय', 'रहते', 'हैं,', 'इसलिए', 'कृपया', 'सावधान', 'रहें।', '“यदि', 'आप', 'इन', 'पेजों', 'का', 'सामना', 'करते', 'हैं,', 'तो', 'कृपया', 'इसमें', 'शामिल', 'न', 'हों', 'और', 'जितनी', 'जल्दी', 'हो', 'सके', 'पेज', 'की', 'रिपोर्ट', 'करें']",[30],[49]
"['लंदन', 'के', 'मेयर', 'ने', 'लंदन', 'में', 'नए', 'साल', 'की', 'पूर्व', 'संध्या', 'का', 'जश्न', 'रद्द', 'कर', 'दिया', 'है...और', 'आतिशबाजी', 'की', 'अनुमति', 'नहीं', 'दी', 'जाएगी।', 'फिर', 'भी', 'क्या', 'यह', 'सच', 'है', 'कि', 'वह', 'आतिशबाजी', 'सहित', 'दिवाली', 'मनाने', 'की', 'अनुमति', 'देगा?']",[17],[22]
"['नया:', '#FITN', 'के', 'लिए', 'आवेदन', 'करने', 'के', 'बाद', '-', '@PeteButtigieg', '-', '@joebiden', 'के', 'बारे', 'में', 'पूछा', '-', '@foxnewspolitics', 'को', 'बताया', '""जीतने', 'के', 'लिए,', 'हमें', 'एक', 'ऐसे', 'उम्मीदवार', 'को', 'आगे', 'बढ़ाने', 'की', 'ज़रूरत', 'है', 'जो', 'इस', 'देश', 'को', 'आगे', 'ले', 'जाने', 'के', 'लिए', 'तत्परता', 'प्रदर्शित', 'कर', 'सके..ऐसा', 'नहीं', 'है', 'सामान्य', 'स्थिति', 'में', 'वापस', 'जाना', 'जितना', 'आसान', 'है""', '#2020चुनाव']",[1],[24]
"['यदि', 'आप', 'अवैध', 'रूप', 'से', 'यहां', 'हैं', 'तो', 'हम', 'इस', 'देश', 'में', 'और', 'अधिक', 'शत्रुतापूर्ण', 'माहौल', 'बनाने', 'की', 'कोशिश', 'कर', 'रहे', 'हैं।']",[0],[21]
"['मेघन', 'के', 'लिए', 'बहुत', 'दुखद', 'था', 'क्योंकि', 'रानी', 'के', 'अंतिम', 'आदेश', 'के', 'अनुसार', 'उसे', 'अंतिम', 'संस्कार', 'में', 'शामिल', 'होने', 'से', 'मना', 'कर', 'दिया', 'गया', 'था']",[0],[21]
"['यह', 'सिर्फ', 'पैसा', 'हड़पना', 'है.', 'यदि', 'आप', 'चाहें', 'तो', 'धन', 'का', 'हस्तांतरण']",[0],[4]
"['दिल', 'की', 'नसों', 'को', 'खोलने', 'के', 'लिए', 'एंजियोप्लास्टी', 'या', 'बायपास', 'प्राकृतिक', 'चिकित्सा', 'की', 'कोई', 'आवश्यकता', 'नहीं', 'नींबू', 'का', 'रस', '-', '1', 'कप', 'अदरक', 'का', 'रस', '-', '1', 'कप', 'लहसुन', 'का', 'रस', '-', '1', 'कप', 'सेब', 'का', 'सिरका', '-', '1', 'कप', '0/Dallyl-lealtM1Gen', 'उपरोक्त', 'सभी', 'को', 'मिलाएं', 'और', 'हल्की', 'आंच', 'में', 'उबालें,', 'जब', 'तीन', 'कप', 'हो', 'जाएं,', 'उतारकर', 'ठंडा', 'कर', 'लीजिए.', 'अब', 'इसे', '3', 'कप', 'प्राकृतिक', 'शहद', 'के', 'साथ', 'मिलाकर', 'एक', 'साफ', 'बोतल', 'में', 'रख', 'लें।', 'कैसे', 'लें:', 'रोजाना', 'नाश्ते', 'से', 'पहले', 'इस', 'जूस', 'का', 'एक', 'बड़ा', 'चम्मच', 'लें।', 'आपकी', 'नसों', 'की', 'रुकावट', 'धीरे-धीरे', 'दूर', 'हो', 'जाएगी।']",[4],[11]
"['धागा:', 'यदि', 'संयुक्त', 'राज्य', 'अमेरिका', 'दुनिया', 'की', 'महाशक्ति', 'बने', 'रहना', 'चाहता', 'है,', 'तो', 'हमें', 'ऊर्जा', 'स्वतंत्रता', 'होनी', 'चाहिए।', '2022', 'का', 'ऊर्जा', 'स्वतंत्रता', 'और', 'सुरक्षा', 'अधिनियम', 'यह', 'सुनिश्चित', 'करने', 'के', 'लिए', 'आवश्यक', 'सुधार', 'करेगा', 'कि', 'हम', 'अपने', 'और', 'अपने', 'सहयोगियों', 'के', 'लिए', 'यथासंभव', 'स्वच्छ', 'ऊर्जा', 'का', 'उत्पादन', 'कर', 'सकें।']",[0],[17]
"['टीकों', 'का', 'उपयोग', 'तेजी', 'से', 'बढ़ा', 'है,', 'इसलिए', 'टीकाकरण', 'के', 'साथ', 'अस्थायी', 'संबंध', 'के', 'साथ', 'घातक', 'घटनाओं', 'की', 'रिपोर्ट', 'भी', 'आई', 'है,', 'हालांकि,', 'यह', 'टीकाकरण', 'और', 'रिपोर्ट', 'की', 'गई', 'मौतों', 'के', 'बीच', 'किसी', 'संबंध', 'का', 'संकेत', 'नहीं', 'देता', 'है।']",[24],[38]
"['लेकिन', 'आप', 'में', 'से', 'कुछ', 'लोग', 'अभी', 'भी', 'समाज', 'द्वारा', 'स्वीकार', 'किए', 'जाने', 'के', 'लिए', 'सिरिंज', 'लेने', 'के', 'लिए', 'दौड़ेंगे।', 'बकवास!', 'और', 'एफजेबी!']",[8],[19]
"['क्या', 'आप', 'जानते', 'हैं', 'कि', 'मूंगफली', 'बिना', 'किसी', 'साइड', 'इफ़ेक्ट', 'के', 'आपकी', 'योनि', 'को', 'टाइट', 'कर', 'सकती', 'है?', 'इसे', 'आज़माएं', 'और', 'बाद', 'में', 'मुझे', 'धन्यवाद', 'दें।', '.', 'भगवान', 'अद्भुत', 'है!', 'दिशा/प्रक्रिया:', 'कच्ची', 'मूंगफली', 'लें..', 'इसे', '2', 'दिनों', 'के', 'लिए', 'धूप', 'में', 'सुखाएं,', 'रात', 'भर', 'पानी', 'के', 'साथ', 'छिलके/पीठ', 'सहित', 'भिगो', 'दें,', 'सुबह', 'इसे', '4', 'दिनों', 'तक', 'पीएं,', 'परिणाम', 'देखने', 'के', 'लिए', '5', 'वें', 'दिन', 'इसे', 'बंद', 'कर', 'दें।', 'अगर', 'पानी', 'खत्म', 'हो', 'जाए', 'तो', 'आप', 'इसे', 'हर', 'दिन', 'पानी', 'में', 'भिगो', 'सकते', 'हैं..', 'कृपया', 'बहुत', 'ज्यादा', 'न', 'लें', 'अन्यथा', 'जगह', 'बहुत', 'तंग', 'हो', 'जाएगी,', 'सिवाय', 'इसके', 'कि', 'आप', 'चाहते', 'हैं', 'कि', 'यह', 'दूसरी', 'बार', 'टूट', 'जाए।', 'ज़ोर-ज़ोर', 'से', 'हंसना।', 'आप', 'अभी', 'भी', 'इसके', 'बारे', 'में', 'अधिक', 'जानने', 'के', 'लिए', 'अपने', 'Google', 'का', 'उपयोग', 'कर', 'सकते', 'हैं', 'और', 'बाद', 'में', 'मुझे', 'धन्यवाद', 'दे', 'सकते', 'हैं।', 'उपहार', 'न्येन्टी', 'की', 'परवाह', 'करने', 'वाली', 'माँ', 'द्वारा', 'मुझे', 'इंस्टाग्राम', '#giftnyenty', 'पर', 'फॉलो', 'करें', 'कृपया', 'हमारे', 'पेज', 'को', 'लाइक', 'करें', 'और', 'दूसरों', 'को', 'शिक्षित', 'करने', 'के', 'लिए', 'साझा', 'करें।', 'धन्यवाद', '।']",[35],[54]
"['शाम', '5', 'और', '10', 'बजे', '@arizonapbs', 'पर', 'देखें:', 'AZ', 'सेक्रेटरी', 'ऑफ', 'स्टेट', 'के', 'उम्मीदवार', 'एक', 'बहस', 'में', 'आमने-सामने।', '@tedatpbs', 'और', '@ruelaswritings', 'मध्यम', 'हैं', 'क्योंकि', '@Adrian_Fontes', 'और', '@RealMarkFinchem', 'मेल-इन', 'वोटिंग', 'के', 'बारे', 'में', 'गर्म', 'शब्दों', 'का', 'आदान-प्रदान', 'करते', 'हैं।']",[18],[37]
"['काले', 'लहसुन', 'में', 'सफेद', 'लहसुन', 'की', 'तुलना', 'में', 'दोगुना', 'एंटीऑक्सीडेंट', 'स्तर', 'होता', 'है,', 'यह', '14', 'प्रकार', 'के', 'कैंसर', 'के', 'लिए', 'जहरीला', 'होता', 'है', 'और', 'इसमें', 'शक्तिशाली', 'उपचार', 'लाभ', 'होते', 'हैं']",[0],[27]
"['कांग्रेस', 'का', 'पर्दाफाश,', 'पूरे', 'लिंगायत', 'और', 'वीरशैव', 'समुदाय', 'का', 'विभाजन', 'सोनिया', 'गांधी', 'के', 'सीधे', 'निर्देश', 'के', 'तहत', 'किया', 'गया', 'था।', 'कांग्रेस', 'नेता', 'एमबी', 'पाटिल', 'द्वारा', 'सोनिया', 'गांधी', 'को', 'लिखे', 'गए', 'पत्र', 'में', 'चौंकाने', 'वाले', 'विवरण', 'सामने', 'आए', 'हैं', 'कि', 'कैसे', 'सोनिया', 'गांधी', 'कर्नाटक', 'में', 'हिंदू', 'समुदायों', 'को', 'विभाजित', 'करना', 'चाहती', 'थीं।']",[20],[49]
