tokens,span_start_index,span_end_index
"['#இவர்', '#', 'ஜாவேத்', 'அக்தரின்', 'பேத்தி', 'உர்ஃபி', 'ஜாவேத்.', 'இந்த', 'ஆடையை', '#மும்பை', 'விமான', 'நிலையத்தில்', 'பாருங்கள்.', 'ஜாவேத்', 'அக்தர்', '#', 'ஷரீஅத்', 'மற்றும்', 'பயம்', 'பற்றி', 'பேசி', 'அறிவை', 'தருகிறார்.', 'மீதி', 'உர்ஃபி', 'முழுக்க', 'முழுக்க', '#பாகிஸ்தான்', '#தலிபான்களை', 'காட்டி', '#ஷரீஅத்துக்கு', 'சவால்', 'விடுகிறார்களே,', '#கஷ்ரியா', 'சட்டப்படி', 'என்ன', 'தண்டனை', 'என்று', 'மக்களிடம்', 'சொல்லுங்கள்', '#பதவிக்கு', 'மன்னிக்கவும்', '🙏🙏']",[27],[42]
"['ஆச்சரியப்படுவதற்கில்லை,', 'ஒரு', 'பிரிட்டிஷ்', 'ஏஜெண்டாக', 'இருந்த', 'அவர்', 'ராணியின்', 'பெயரில்', 'சத்தியம்', 'செய்ய', 'வேண்டிய', 'கட்டாயம்', 'ஏற்பட்டது.']",[0],[12]
"['Lauren', 'Boebert:', '""சீன', 'உளவு', 'பலூன்', '60K', 'அடி', 'உயரம்', 'இருந்தது,', 'இது', 'ஒரு', 'மைல்', 'மட்டுமே.""', 'ஆம்,', 'GED', 'ஐத்', 'தேர்ச்சி', 'பெற', 'அவளுக்கு', '4', 'முறை', 'ஆனது.']",[0],[12]
"['செனட்டர்', 'லீ', 'எங்கள்', 'தேர்தலை', 'மாற்றுவதற்கான', 'போலியான', 'சட்ட', 'முயற்சிகளை', 'அறிவுறுத்தினார்,', 'நமது', 'ஜனநாயகத்தை', 'நாசப்படுத்தும்', 'திட்டத்தைப்', 'பற்றி', 'அமைதியாக', 'இருந்தார்,', 'ஜனவரி', '6', 'கிளர்ச்சியாளர்களைப்', 'பாதுகாத்தார்.', 'இப்போது', 'ட்ரம்பின்', 'வழக்கறிஞர்', 'லீயின்', 'தொடர்பு', 'குறித்து', 'ஐந்தாவது', 'மனுவைக்', 'கோருகிறார்.', '@SenMikeLee,', 'Utah', 'உண்மையை', 'அறிய', 'தகுதியானவர்.', 'எங்கள்', 'விளம்பரம்:']",[0],[19]
"['UK', 'இல்', 'பயன்படுத்தப்படும்', 'தயாரிப்புகளுக்கு', 'ஏதேனும்', 'தாக்கங்களை', 'ஏற்படுத்துவதைப்', 'புரிந்துகொள்வதற்காக', ',', 'எங்கள்', 'வழக்கமான', 'செயல்முறையைப்', 'போலவே,', 'ஒரு', 'முழு', 'இடர்', 'மதிப்பீடு', 'மேற்கொள்ளப்படுவதை', 'உறுதிசெய்ய', 'NHS', 'சோதனை', 'மற்றும்', 'ட்ரேஸுடன்', 'நெருக்கமாகப்', 'பணியாற்றி', 'வருகிறது', '.', '""நோயாளிகளின்', 'பாதுகாப்பு', 'எங்கள்', 'முக்கிய', 'முன்னுரிமையாகும்,', 'மேலும்', 'தேவைப்படும்போது', 'பாதுகாப்புத்', 'தகவலை', 'வெளியிடுவோம்']",[2],[25]
"['இரசாயன', 'கருக்கலைப்பு', 'மாத்திரைகள்', '""பாதுகாப்பானவை""', 'அல்ல.', 'இந்த', 'மாத்திரைகள்', '20', 'க்கும்', 'மேற்பட்ட', 'பெண்கள்', 'மற்றும்', 'எண்ணற்ற', 'முன்', 'பிறந்த', 'குழந்தைகளை', 'கொன்றது', 'மற்றும்', 'தொற்று,', 'அறுவை', 'சிகிச்சை,', 'கருவுறாமை,', 'மனச்சோர்வு,', 'பயங்கரமான', 'வலி', 'மற்றும்', 'மரணம்', 'ஆகியவற்றின்', 'அபாயத்தைக்', 'கொண்டுள்ளது.']",[0],[4]
"['BROKEN', 'NEWS', 'ஆப்கானிஸ்தானில்', 'உள்ள', 'தலிபான்', 'பயங்கரவாதிகள்,', 'அந்நாட்டில்', 'மொபைல்', 'போன்', 'பயன்படுத்த', 'தடை', 'விதித்துள்ளனர்.', 'அவற்றைக்', 'கூட்டிச்', 'சென்று', 'அனைத்தையும்', 'தீ', 'வைத்து', 'எரித்தனர்.']",[2],[9]
"['புத்திசாலித்தனமான', '@GSTTnhs', 'குழுவிடமிருந்து', 'எனது', 'பூஸ்டர்', 'ஜாப்', 'கிடைத்தது.', 'உங்கள்', 'முறை', 'வரும்போது,', 'உங்கள்', 'பூஸ்டரைப்', 'பெற்று,', 'உங்கள்', 'நண்பர்கள்', 'மற்றும்', 'குடும்பத்தினரையும்', 'அவ்வாறே', 'செய்யும்படி', 'கேளுங்கள்.', 'வைரஸுக்கு', 'இரண்டாவது', 'வாய்ப்பு', 'கொடுக்க', 'வேண்டாம்.']",[0],[5]
"['அது', 'ராகுல்', 'கான்', 'அல்ல']",[0],[3]
"['பாம்பிஹிராங்', 'பக்கக்காடான்', 'உபங்', 'மாலிஸ்', 'அங்', 'சகித்', 'ச', 'தியான்', '5', 'நிமிட', 'லாங்', 'சா', 'இசங்', 'ஆராவ்.', 'எபெக்டிபோ', 'பகடபோஸ்', 'என்ஜி', '7', 'அராவ்', 'என்ஜி', 'பகாமிட்', '-', 'வாலா', 'நாங்', 'ரிஃப்ளக்ஸ்', '-', 'புண்கள்', '-', 'டியான்', '✔', 'துமுட்டுலாங்', 'நா', 'numero', 'ng', 'telepono', 'upang', 'mahanap', 'ang', 'pinakamahusay', 'na', 'paggamot', 'para', 'sa', 'iyo.']",[17],[29]
"['மோசடி', 'செய்பவர்கள்', 'பலர்,', 'குறிப்பாக', 'முதியவர்கள்', 'தனிமைப்படுத்தப்பட்டதன்', 'மூலம்', 'தங்களின்', 'சமீபத்திய', 'சிறந்த', 'வாய்ப்பை', 'விரைவாக', 'அடையாளம்', 'கண்டுள்ளனர்.', 'இன்று', 'காலை', 'உரை', 'கிடைத்தது.', 'காஸ்மெடிக்கல்', 'கரெக்ட்', 'ஸ்கேம்', 'UK', 'GOV', 'தளமானது,', 'பணம்', 'செலுத்தும்', 'இந்த', 'வாக்குறுதியுடன்', 'தனிப்பட்ட', 'தரவை', 'சேகரிக்க', 'முயற்சிக்கிறது.', 'பாதிக்கப்படலாம்', 'என்று', 'நீங்கள்', 'நினைப்பவர்களை', 'எச்சரிக்கவும்.', 'மிகவும்', 'துப்பு', 'துலக்கியவர்கள்', 'கூட', 'இந்த', 'நேரத்தில்', 'மன', 'அழுத்தத்தில்', 'உள்ளனர்', 'மற்றும்', 'ஏமாற்றப்படலாம்.']",[18],[31]
"['""பூமி', 'தண்ணீரை', 'உருவாக்குகிறது', 'என்பதை', 'அமெரிக்காவில்', 'உள்ள', 'பலருக்கு', 'உணர்த்துவது', 'கடினம்.', 'அதை', 'அணுகி', 'நமது', 'பிரச்சனைகளை', 'தீர்க்க', 'முடியும்.', 'சுத்தமான,', 'எல்லையற்ற', 'நீர்', 'ஆதாரங்கள்', 'நம்', 'காலடியில்', 'உள்ளன.', 'â€', '---', 'பால்', 'பாயர்', '.', 'முதன்மை', 'நீர்', 'என்றால்', 'என்ன,', 'அது', 'மற்ற', 'நீர்', 'ஆதாரங்களிலிருந்து', 'எவ்வாறு', 'வேறுபடுகிறது?', '.', 'â€œநமது', 'பெருங்கடல்களின்', 'மூல', 'ஆதாரமான', 'முதன்மை', 'நீர்', 'இன்னும்', 'புவியியல்', 'சக்திகளால்', 'உருவாக்கப்படுகிறது.', 'அந்த', 'நீர்,', 'வழக்கமாக', 'குடிக்கக்கூடிய', 'வடிவத்தில்,', 'ஆயிரக்கணக்கான', 'இடங்களில்', 'பூமியின்', 'மேற்பரப்பில்', 'வருகிறது,', 'சில', 'நன்கு', 'அறியப்பட்ட', 'ஜெரிகோ', 'மற்றும்', 'பஹ்ரைன்,', 'ஆயிரக்கணக்கான', 'ஆண்டுகளாக', 'ஆயிரக்கணக்கான', 'மக்களுக்கு', 'குடிநீர்', 'வழங்கியது.', 'இது', 'உலகம்', 'முழுவதும்', 'உள்ள', 'ஆழமான', 'சுரங்கங்களில்', 'கொட்டுகிறது.', 'புதிய,', 'அல்லது', 'முதன்மையான,', 'நீரூற்றுகள்', 'மற்றும்', 'கிணறுகளின்', 'தனிச்சிறப்பு', 'என்னவென்றால்,', 'அவை', 'நிலையான', 'வெப்பநிலை', 'மற்றும்', 'ஓட்டத்தில்', 'தண்ணீரை', 'வழங்குகின்றன.', 'ஆனால்', 'இந்த', 'உலகளாவிய', '""புதிய', 'நீரின்""', 'ஆதாரம்', 'அமெரிக்கா', 'உட்பட', 'பெரும்பாலான', 'நாடுகளில்', 'புவியியலாளர்கள்', 'மற்றும்', 'சாதாரண', 'மக்களால்', 'புறக்கணிக்கப்பட்டுள்ளது.', '.', 'நாம்', 'நீர்', 'சார்ந்த', 'கிரகத்தில்', 'வாழ்கிறோம்', 'என்பதை', 'எப்போதும்', 'நினைவில்', 'கொள்ளுங்கள்!', '.', 'https://cultivateelevate.com/blog/primary-water-and-why-we-are-never-running-out-of-water/', '.', '#மனநலம்', '#உணர்வு', '#எலக்ட்ரோகல்ச்சர்', '#வளர்ச்சிஉங்கள்உணவு', '#காலநிலை', 'மாற்றம்', '#ஷிலாஜித்', '#ஆர்கானிக்', '#சைவ', 'உணவு', '#பூரண', 'நலம்', '#தாவர', 'உணவுமுறை', '#வறட்சி', '#வறட்சி2022', '#தோட்டம்', '#சுத்தம்', 'செய்தல்', '#காபிநேர', '#தீர்வுகள்', '#தியானம்', '#விவசாயம்', '#மூலிகை', 'வளர்ப்புத்', 'துறைகள்', 'அல்', '#தோட்டங்கள்', '#முதன்மை', 'நீர்', '#ஹோலிஸ்டிக்ஹீலிங்', '#பூச்சிக்கொல்லிகள்', '#நீர்']",[92],[106]
"['முகமூடிகளை', 'அணிவதால்', 'லெஜியோனேயர்ஸ்', 'நோயால்', 'பாதிக்கப்பட', 'முடியாது.', 'லெஜியோனெல்லா', 'பாக்டீரியாக்கள்', 'குடிநீரை', 'உறிஞ்சுவதன்', 'மூலமோ', 'அல்லது', 'நீர்த்துளிகளை', 'சுவாசிப்பதன்', 'மூலமோ', 'பரவுகிறது.', 'லெஜியோனெல்லா', 'சுவாசத்', 'துளிகளால்', 'நபருக்கு', 'நபர்', 'பரவுவதில்லை', 'அல்லது', 'உலர்ந்த', 'மேற்பரப்பில்', 'பாக்டீரியா', 'உயிர்வாழாது.', 'உங்கள்', 'முகமூடி', 'லெஜியோனெல்லா', 'பாக்டீரியாவை', 'பரப்புவதற்கான', 'ஆதாரமாக', 'இருக்காது']",[0],[5]
"['2', 'ஆண்டுகளுக்கு', 'முன்பு,', 'எங்கள்', 'மிச்சிகன்', 'சமூகத்தில்', 'அமைதி', 'குலைந்தது:', '🔥', 'கலவரங்கள்', '🔥', '7', 'போலீஸ்', 'கார்கள்', 'எரிக்கப்பட்டன', '🔥', '100+', 'வணிகங்கள்', 'சேதமடைந்தன', 'கலவரக்காரர்கள்', 'அழிவில்', 'இருந்து', 'தப்பிக்க', 'வேண்டும்', 'என்று', 'ஒரு', 'குழுவுடன்', 'கூட', 'வேலை', 'செய்தார்', '🤯', 'ஹிலாரி', 'ஷால்டன்.', 'அவள்', 'அவர்களுடன்', 'இருக்கிறாள்.', 'நாங்கள்', 'அல்ல.', 'உண்மைகளைப்', 'பெறவும்', '⬇️']",[9],[17]
"['.....ஒன்று', 'சொல்லுங்கள்...இங்கே', 'இருக்கும்', 'கழுகு...ஏன்', 'இந்த', 'கழுகுகள்', 'இங்கு', 'பறக்கின்றன.', 'சொல்லுங்கள்,', 'இந்த', 'கழுகுகள்', 'இங்கே', 'என்ன', 'செய்கின்றன?', 'இங்குள்ள', 'கழுகுகள்', 'ஏன்', 'இங்கு', 'சுற்றித்', 'திரிகின்றன', 'என்று', 'யாராவது', 'சொல்ல', 'முடியுமா...', 'ஏனெனில்', 'கடந்த', 'ஐந்து', 'ஆண்டுகளாக', 'அவர்களுக்கு', 'வேலை', 'கிடைக்கவில்லை.']",[3],[7]
"['மோடி', 'அரசு', '2014ல்', 'ரிசர்வ்', 'வங்கியின்', '200', 'டன்', 'தங்கத்தை', 'சுவிட்சர்லாந்திற்கு', 'ரகசியமாக', 'கொண்டு', 'சென்றதா?', 'â€œதங்கத்தை', 'மாற்றியதால்', 'அரசுக்கு', 'என்ன', 'கிடைத்தது?', 'பரிவர்த்தனை', 'பற்றிய', 'தகவல்', 'ஏன்', 'பொது', 'களத்தில்', 'இல்லை?â€']",[0],[11]
"['முடிந்தால்,', 'அத்தகைய', 'பக்கங்களைப்', 'புகாரளிக்க', 'நாங்கள்', 'நடவடிக்கை', 'எடுக்கிறோம்-இருப்பினும்', 'சில', 'சமயங்களில்', 'அவை', 'செயல்பட', 'வேண்டியதை', 'விட', 'அதிக', 'நேரம்', 'செயலில்', 'இருக்கும்,', 'எனவே', 'கவனமாக', 'இருக்கவும்.', '“நீங்கள்', 'இந்தப்', 'பக்கங்களைச்', 'சந்தித்தால்,', 'தயவுசெய்து', 'ஈடுபட', 'வேண்டாம்', 'மற்றும்', 'உங்களால்', 'முடிந்தவரை', 'விரைவில்', 'பக்கத்தைப்', 'புகாரளிக்கவும்']",[20],[32]
"['லண்டனில்', 'புத்தாண்டு', 'கொண்டாட்டங்களை', 'ரத்து', 'செய்த', 'லண்டன்', 'மேயர்,', 'பட்டாசு', 'வெடிக்க', 'அனுமதிக்க', 'மாட்டார்.', 'ஆனாலும்', 'பட்டாசு', 'உட்பட', 'தீபாவளி', 'கொண்டாட்டங்களை', 'அனுமதிப்பார்', 'என்பது', 'உண்மையா?']",[0],[10]
"['புதியது:', '#FITN-க்கு', 'தாக்கல்', 'செய்த', 'பிறகு', '-', '@PeteButtigieg', '-', '@joebiden', 'பற்றி', 'கேட்டது', '-', '@foxnewspolitics', 'க்கு', 'கூறுகிறார்', '""வெற்றி', 'பெற,', 'இந்த', 'நாட்டை', 'முன்னோக்கி', 'கொண்டு', 'செல்வதற்கான', 'தயார்நிலையை', 'நிரூபிக்கக்கூடிய', 'ஒரு', 'வேட்பாளரை', 'நாம்', 'முன்வைக்க', 'வேண்டும்..அது', 'போல்', 'இல்லை.', 'இயல்பு', 'நிலைக்கு', 'திரும்புவது', 'போல்', 'எளிமையானது""', '#2020தேர்தல்']",[1],[28]
"['நீங்கள்', 'சட்டவிரோதமாக', 'இங்கு', 'இருந்தால்', 'இந்த', 'நாட்டில்', 'மிகவும்', 'விரோதமான', 'சூழலை', 'உருவாக்க', 'முயற்சிக்கிறோம்.']",[1],[10]
"['குயின்ஸ்', 'லாஸ்ட்', 'ஆர்டரால்', 'இறுதிச்', 'சடங்கில்', 'சேர', 'மறுக்கப்பட்டதால்', 'மேகனுக்கு', 'மிகவும்', 'வருத்தம்']",[0],[9]
"['இது', 'வெறும்', 'பணம்', 'பறிப்பு', 'தான்.', 'நீங்கள்', 'விரும்பினால்', 'செல்வத்தின்', 'பரிமாற்றம்']",[0],[4]
"['இதய', 'நரம்புகளைத்', 'திறக்க', 'ஆஞ்சியோபிளாஸ்டி', 'அல்லது', 'பைபாஸ்', 'இயற்கை', 'சிகிச்சை', 'தேவையில்லை', 'எலுமிச்சை', 'சாறு', '-', '1', 'கப்', 'இஞ்சி', 'சாறு', '-', '1', 'கப்', 'பூண்டு', 'சாறு', '-', '1', 'கப்', 'ஆப்பிள்', 'வினிகர்', '-', '1', 'கப்', '0/Dallyl-lealtM1Gen', 'மேலே', 'உள்ள', 'அனைத்தையும்', 'கலந்து', 'லேசான', 'தீயில்', 'கொதிக்க', 'வைக்கவும்.', 'மூன்று', 'கப்', 'ஆக,', 'இறக்கி', 'ஆறவைக்கவும்.', 'இப்போது', 'அதை', '3', 'கப்', 'இயற்கை', 'தேனுடன்', 'கலந்து', 'சுத்தமான', 'பாட்டிலில்', 'வைக்கவும்.', 'எப்படி', 'எடுத்துக்கொள்வது:', 'தினமும்', 'காலை', 'உணவுக்கு', 'முன்', 'ஒரு', 'தேக்கரண்டி', 'இந்த', 'சாற்றை', 'எடுத்துக்', 'கொள்ளுங்கள்.', 'உங்கள்', 'நரம்புகளில்', 'உள்ள', 'அடைப்பு', 'மெதுவாக', 'மறைந்துவிடும்.']",[0],[7]
"['நூல்:', 'அமெரிக்கா', 'உலகின்', 'வல்லரசாக', 'இருக்க', 'விரும்பினால்,', 'நமக்கு', 'ஆற்றல்', 'சுதந்திரம்', 'இருக்க', 'வேண்டும்.', '2022', 'ஆம்', 'ஆண்டின்', 'எரிசக்தி', 'சுதந்திரம்', 'மற்றும்', 'பாதுகாப்புச்', 'சட்டம்', 'நமக்கும்', 'நமது', 'கூட்டாளிகளுக்கும்', 'சாத்தியமான', 'தூய்மையான', 'ஆற்றலை', 'உற்பத்தி', 'செய்வதை', 'உறுதிசெய்ய', 'தேவையான', 'அனுமதி', 'சீர்திருத்தங்களைச்', 'செய்யும்.']",[0],[10]
"['தடுப்பூசிகளின்', 'பயன்பாடு', 'வேகமாக', 'அதிகரித்துள்ளது,', 'எனவே', 'தடுப்பூசியுடன்', 'தற்காலிக', 'தொடர்புடன்', 'ஆபத்தான', 'நிகழ்வுகளைப்', 'புகாரளித்துள்ளது,', 'இருப்பினும்,', 'இது', 'தடுப்பூசிக்கும்', 'இறப்புகளுக்கும்', 'இடையிலான', 'தொடர்பைக்', 'குறிக்கவில்லை.']",[13],[17]
"['ஆனால்', 'உங்களில்', 'சிலர்', 'இன்னும்', 'சமூகத்தால்', 'ஏற்றுக்கொள்ளப்பட', 'வேண்டும்', 'என்பதற்காக', 'சிரிஞ்சைப்', 'பெறப்', 'போகிறார்கள்.', 'F***', 'அது!', 'மற்றும்', 'FJB!']",[4],[10]
"['நிலக்கடலை', 'உங்கள்', 'புண்டையை', 'பக்கவிளைவுகள்', 'இல்லாமல்', 'இறுக்கமாக்கும்', 'என்பது', 'உங்களுக்குத்', 'தெரியுமா?', 'இதை', 'முயற்சி', 'செய்து', 'பிறகு', 'எனக்கு', 'நன்றி', 'சொல்லுங்கள்.', '.', 'கடவுள்', 'அற்புதம்!', 'திசை/செயல்முறை:', 'நிலக்கடலையை', '2', 'நாட்கள்', 'வெயிலில்', 'உலர', 'வைக்கவும்', 'தண்ணீர்', 'முடிந்தால்', 'தினமும்', 'அதை', 'தண்ணீரில்', 'மீண்டும்', 'ஊற', 'வைக்கலாம்.', 'Lol.', 'அதைப்', 'பற்றி', 'மேலும்', 'தெரிந்து', 'கொள்ளவும்,', 'பின்னர்', 'எனக்கு', 'நன்றி', 'தெரிவிக்கவும்', 'உங்கள்', 'Google', 'ஐப்', 'பயன்படுத்தலாம்.', 'அன்பளிப்பு', 'Nyenty', 'பற்றி', 'அக்கறையுள்ள', 'அம்மா', 'மூலம்', 'Instagram', '#giftnyenty', 'இல்', 'என்னைப்', 'பின்தொடரவும்.', 'நன்றி', '.']",[16],[27]
"['@arizonapbs', 'இல்', 'மாலை', '5', '&', '10', 'மணிக்குப்', 'பார்க்கவும்:', 'AZ', 'மாநிலச்', 'செயலாளருக்கான', 'வேட்பாளர்கள்', 'ஒரு', 'விவாதத்தில்', 'எதிர்கொள்கின்றனர்.', '@edatpbs', 'மற்றும்', '@ruelaswritings', 'மிதமான', '@Adrian_Fontes', 'மற்றும்', '@RealMarkFinchem', 'மெயில்-இன்', 'வாக்களிப்பைப்', 'பற்றி', 'சூடான', 'வார்த்தைகளைப்', 'பரிமாறிக்கொள்கின்றன.']",[15],[27]
"['கருப்பு', 'பூண்டில்', 'வெள்ளை', 'பூண்டின்', 'இருமடங்கு', 'ஆக்ஸிஜனேற்ற', 'அளவு', 'உள்ளது,', 'இது', '14', 'வகையான', 'புற்றுநோய்களுக்கு', 'நச்சுத்தன்மையுடையது', 'மற்றும்', 'சக்திவாய்ந்த', 'குணப்படுத்தும்', 'நன்மைகளைக்', 'கொண்டுள்ளது.']",[0],[12]
"['காங்கிரஸ்', 'தலைவர்', 'சோனியா', 'காந்தியின்', 'நேரடி', 'அறிவுறுத்தலின்', 'கீழ்', 'லிங்காயத்', 'மற்றும்', 'வீரசைவ', 'சமூகப்பிரிவு', 'முழுவதையும்', 'அம்பலப்படுத்தியது', 'காங்கிரஸ்', 'தலைவர்', 'எம்பி', 'பாட்டீல்', 'சோனியா', 'காந்திக்கு', 'எழுதிய', 'கடிதம்', 'கர்நாடகாவில்', 'இந்து', 'சமூகங்களை', 'சோனியா', 'காந்தி', 'எப்படி', 'பிரிக்க', 'விரும்பினார்', 'என்ற', 'அதிர்ச்சியூட்டும்', 'தகவல்களை', 'அம்பலப்படுத்துகிறது.']",[4],[32]
"['ட்ரம்பின்', 'சுகாதாரப்', 'பாதுகாப்புத்', 'திட்டம்', 'என்று', 'அவர்கள்', 'கூறிய', '2,500', 'பக்க', 'வெற்றுப்', 'பக்கங்களை', 'வெள்ளை', 'மாளிகை', 'உண்மையில்', 'லெஸ்லி', 'ஸ்டாலிடம்', 'ஒப்படைத்ததா?']",[0],[16]
"['பிழை', 'எதிர்ப்பு', 'என்பது', 'மதவெறி:', 'உலகெங்கிலும்', 'உள்ள', 'பில்லியன்', 'கணக்கான', 'மக்கள்', 'தங்கள்', 'அன்றாட', 'உணவின்', 'ஒரு', 'பகுதியாக', 'பூச்சிகளை', 'சாப்பிடுகிறார்கள்.', 'நாங்கள்', 'கேட்கிறோம்:', 'பிழை', 'அடிப்படையிலான', 'உணவுமுறைக்கு', 'மாற', 'விரும்பாதது', 'இனவெறியா?']",[16],[23]
