tokens,span_start_index,span_end_index
"['#ইনি', 'উরফিজাভেদ,', '#জাভেদআখতারের', 'নাতনি।', '#MumbaiAirport', 'এ', 'এই', 'পোশাকটি', 'দেখুন।', 'জাভেদ', 'আখতার', '#শরিয়াত', 'এবং', 'ভয়', 'সম্পর্কে', 'কথা', 'বলেন', 'এবং', 'জ্ঞান', 'দেন।', 'বাকি', 'উরফি', 'সম্পূর্ণ', '#পাকিস্তান', 'দেখিয়ে', '#শরীয়তকে', 'চ্যালেঞ্জ', 'করছে', '#তালিবান', 'জনগণকে', 'বলুন,', '#কাশরিয়া', 'আইন', 'অনুযায়ী', 'শাস্তি', 'কি', '#পোস্টের', 'জন্য', 'দুঃখিত', '🙏🙏']",[20],[39]
"['মোটেও', 'অবাক', 'হননি,', 'ব্রিটিশ', 'এজেন্ট', 'হয়ে', 'তিনি', 'রানীর', 'নামে', 'শপথ', 'নিতে', 'বাধ্য', 'হন']",[2],[11]
"['লরেন', 'বোয়েবার্ট:', '""চীনা', 'গুপ্তচর', 'বেলুনটি', '60K', 'ফুট', 'উঁচু', 'ছিল,', 'যা', 'মাত্র', 'এক', 'মাইল।""', 'হ্যাঁ,', 'জিইডি', 'পাস', 'করতে', 'তার', '4', 'বার', 'সময়', 'লেগেছে।']",[0],[12]
"['সেনেটর', 'লি', 'আমাদের', 'নির্বাচনকে', 'উল্টে', 'দেওয়ার', 'জন্য', 'মিথ্যা', 'আইনি', 'প্রচেষ্টার', 'পরামর্শ', 'দিয়েছিলেন,', 'আমাদের', 'গণতন্ত্রকে', 'নাশকতার', 'পরিকল্পনার', 'বিষয়ে', 'নীরব', 'ছিলেন', 'এবং', '6', 'জানুয়ারী', 'বিদ্রোহীদের', 'রক্ষা', 'করেছিলেন।', 'এখন', 'ট্রাম্পের', 'আইনজীবী', 'লির', 'জড়িত', 'থাকার', 'বিষয়ে', 'পঞ্চম', 'আবেদন', 'করছেন।', '@সেনমাইকেলি,', 'উটাহ', 'সত্য', 'জানার', 'যোগ্য।', 'আমাদের', 'বিজ্ঞাপন:']",[0],[35]
"['MHRA', 'সমস্ত', 'উপলব্ধ', 'তথ্য', 'পর্যালোচনা', 'করছে', 'এবং', 'NHS', 'টেস্ট', 'এবং', 'ট্রেসের', 'সাথে', 'ঘনিষ্ঠভাবে', 'কাজ', 'করছে', 'তা', 'নিশ্চিত', 'করার', 'জন্য', 'যে', 'একটি', 'সম্পূর্ণ', 'ঝুঁকি', 'মূল্যায়ন', 'করা', 'হয়েছে,', 'আমাদের', 'স্বাভাবিক', 'প্রক্রিয়ার', 'মতো,', 'যুক্তরাজ্যে', 'ব্যবহৃত', 'পণ্যগুলির', 'জন্য', 'কোন', 'প্রভাব', 'বোঝার', 'জন্য।', '“রোগীর', 'নিরাপত্তা', 'আমাদের', 'প্রধান', 'অগ্রাধিকার', 'এবং', 'আমরা', 'যখন', 'প্রয়োজন', 'তখন', 'নিরাপত্তার', 'তথ্য', 'জারি', 'করব']",[0],[20]
"['রাসায়নিক', 'গর্ভপাতের', 'বড়ি', '""নিরাপদ""', 'নয়।', 'এই', 'বড়িগুলি', '20', 'টিরও', 'বেশি', 'মহিলা', 'এবং', 'অগণিত', 'পূর্বজন্ম', 'শিশুকে', 'হত্যা', 'করেছে', 'এবং', 'সংক্রমণ,', 'অস্ত্রোপচার,', 'বন্ধ্যাত্ব,', 'বিষণ্নতা,', 'ভয়ঙ্কর', 'ব্যথা', 'এবং', 'মৃত্যুর', 'ঝুঁকি', 'বহন', 'করে।']",[0],[16]
"['ব্রোকেন', 'নিউজ', 'আফগানিস্তানে', 'তালেবান', 'সন্ত্রাসীরা', 'দেশে', 'মোবাইল', 'ফোন', 'ব্যবহার', 'নিষিদ্ধ', 'করেছে।', 'তারা', 'তাদের', 'জড়ো', 'করে', 'সব', 'জ্বালিয়ে', 'দেয়।']",[2],[8]
"['আমি', 'উজ্জ্বল', '@GSTTnhs', 'টিম', 'থেকে', 'আমার', 'বুস্টার', 'জ্যাব', 'পেয়েছি।', 'যখন', 'আপনার', 'পালা', 'আসে,', 'আপনার', 'বুস্টার', 'পান', 'এবং', 'আপনার', 'বন্ধু', 'এবং', 'পরিবারকে', 'একই', 'কাজ', 'করতে', 'বলুন।', 'আসুন', 'ভাইরাসটিকে', 'দ্বিতীয়বার', 'সুযোগ', 'না', 'দেওয়া।']",[0],[8]
"['এটা', 'রাহুল', 'খান', 'নন']",[0],[3]
"['পামবিহিরাং', 'পাগকাকাতাওঁ', 'উপাং', 'মালিস', 'আং', 'সাকিত', 'এসএ', 'তিয়ান', '৫', 'মিনিটে', 'ইসাং', 'আরাও।', 'Epektibo', 'pagkatapos', 'ng', '7', 'araw', 'ng', 'paggamit', '-', 'Wala', 'Nang', 'RefluX', '-', 'UlcerS', '-', 'TiyaN', '✔', 'Tumutulong', 'na', 'mapawi', 'ang', 'sakit', '✔', 'Pasiglahin', 'ang', 'panunaw', '-', 'kumain', 'ng', 'mas', 'masarap', '✔', 'Walang', 'side', 'effect,', 'walang', 'recurrence', 'I-click', '""Magatuang""', 'numero', 'ng', 'telepono', 'upang', 'mahanap', 'ang', 'pinakamahusay', 'na', 'paggamot', 'para', 'sa', 'iyo.']",[12],[32]
"['স্ক্যামাররা', 'দ্রুত', 'তাদের', 'সর্বশেষ', 'দুর্দান্ত', 'সুযোগকে', 'চিহ্নিত', 'করেছে', 'অনেককে,', 'বিশেষ', 'করে', 'বয়স্কদের,', 'বিচ্ছিন্ন', 'করা', 'হয়েছে৷', 'আজ', 'সকালে', 'টেক্সট', 'পেয়েছিলাম.', 'প্রসাধনীভাবে', 'সঠিক', 'কেলেঙ্কারী', 'UK', 'GOV', 'সাইট', 'পেমেন্টের', 'এই', 'প্রতিশ্রুতি', 'দিয়ে', 'ব্যক্তিগত', 'ডেটা', 'সংগ্রহ', 'করার', 'চেষ্টা', 'করে।', 'আপনি', 'যারা', 'দুর্বল', 'হতে', 'পারে', 'বলে', 'মনে', 'করেন', 'অনুগ্রহ', 'করে', 'সতর্ক', 'করুন।', 'এমনকি', 'সবচেয়ে', 'ক্লুড-আপও', 'এই', 'মুহূর্তে', 'চাপের', 'মধ্যে', 'রয়েছে', 'এবং', 'প্রতারিত', 'হতে', 'পারে।']",[19],[34]
"['""আমেরিকার', 'অনেক', 'লোকের', 'কাছে', 'এটা', 'বোঝা', 'কঠিন', 'যে', 'পৃথিবী', 'জল', 'তৈরি', 'করে৷', 'আমরা', 'এটি', 'অ্যাক্সেস', 'করতে', 'পারি', 'এবং', 'আমাদের', 'সমস্যার', 'সমাধান', 'করতে', 'পারি।', 'পরিষ্কার,', 'কার্যত', 'অসীম', 'জলের', 'উত্স', 'আমাদের', 'পায়ের', 'নীচে।', 'প্রাথমিক', 'জল', 'কী', 'এবং', 'এটি', 'অন্যান্য', 'জলের', 'উত্স', 'থেকে', 'কীভাবে', 'আলাদা?', '.', '""প্রাথমিক', 'জল,', 'আমাদের', 'মহাসাগরের', 'মূল', 'উৎস,', 'এখনও', 'ভূতাত্ত্বিক', 'শক্তি', 'দ্বারা', 'তৈরি', 'করা', 'হচ্ছে৷', 'সেই', 'জল,', 'সাধারণত', 'পানযোগ্য', 'আকারে,', 'পৃথিবীর', 'পৃষ্ঠে', 'হাজার', 'হাজার', 'জায়গায়', 'আসে,', 'কিছু', 'সুপরিচিত', 'যেমন', 'জেরিকো', 'এবং', 'বাহরাইনের', 'যেখানে', 'এটি', 'হাজার', 'হাজার', 'বছর', 'ধরে', 'হাজার', 'হাজার', 'মানুষের', 'জন্য', 'পানীয়', 'জল', 'সরবরাহ', 'করেছে।', 'এটি', 'সারা', 'বিশ্বের', 'গভীর', 'খনিতে', 'ঢেলে', 'দেয়।', 'নতুন,', 'বা', 'প্রাথমিক,', 'জলের', 'ঝর্ণা', 'এবং', 'কূপগুলির', 'বৈশিষ্ট্য', 'হল', 'যে', 'তারা', 'স্থির', 'তাপমাত্রা', 'এবং', 'প্রবাহে', 'জল', 'সরবরাহ', 'করে।', 'কিন্তু', '""নতুন', 'জলের""', 'এই', 'বিশ্বব্যাপী', 'উত্সটি', 'মার্কিন', 'যুক্তরাষ্ট্র', 'সহ', 'বেশিরভাগ', 'দেশে', 'ভূতাত্ত্বিক', 'এবং', 'সাধারণ', 'মানুষের', 'দ্বারা', 'উপেক্ষা', 'করা', 'হয়েছে৷', '.', 'সর্বদা', 'মনে', 'রাখবেন', 'আমরা', 'একটি', 'জল', 'ভিত্তিক', 'গ্রহে', 'বাস', 'করি!', '.', 'https://cultivateelevate.com/blog/primary-water-and-why-we-are-never-running-out-of-water/।', '#mentalhealth', '#consciousness', '#electroculture', '#growyourownfood', '#climatechange', '#shilajit', '#organic', '#veganfood', '#holistichealth', '#plantbaseddiet', '#drought', '#drought2022', '#gardening', '#cleaneating', '#coffeetime', '#solutions', '#meditation', '#farming', '#harbs', '#harbs', '#harbs', '#বাগান', '#primarywater', '#holistichealing', '#কীটনাশক', '#জল']",[38],[131]
"['আপনি', 'মুখোশ', 'পরা', 'থেকে', 'Legionnaires', 'রোগে', 'আক্রান্ত', 'হতে', 'পারবেন', 'না।', 'লিজিওনেলা', 'ব্যাকটেরিয়া', 'পানীয়', 'জলের', 'উচ্চাকাঙ্খী', 'বা', 'জলের', 'ফোঁটায়', 'শ্বাস', 'নেওয়ার', 'মাধ্যমে', 'প্রেরণ', 'করা', 'হয়।', 'লিজিওনেলা', 'শ্বাসযন্ত্রের', 'ফোঁটায়', 'ব্যক্তি', 'থেকে', 'ব্যক্তিতে', 'ছড়িয়ে', 'পড়ে', 'না', 'বা', 'ব্যাকটেরিয়া', 'শুকনো', 'পৃষ্ঠে', 'বেঁচে', 'থাকে', 'না।', 'আপনার', 'মুখোশটি', 'লেজিওনেলা', 'ব্যাকটেরিয়া', 'সংক্রমণের', 'উত্স', 'হবে', 'না']",[0],[9]
"[',', 'আমাদের', 'মিশিগান', 'সম্প্রদায়ের', 'শান্তি', 'ভেঙে', 'পড়েছে:', '🔥', 'দাঙ্গা', '🔥', '7', 'টি', 'পুলিশ', 'গাড়ি', 'পুড়িয়ে', 'দিয়েছে', '🔥', '100+', 'ব্যবসা', 'ক্ষতিগ্রস্ত', 'হয়েছে', 'এমনকি', 'এমন', 'একটি', 'দলের', 'সাথে', 'কাজ', 'করেছে', 'যারা', 'দাঙ্গাবাজদের', 'ধ্বংসের', 'হাত', 'থেকে', 'বাঁচতে', 'চেয়েছিল', '🤯', 'হিলারি', 'শোল্টেন।', 'সে', 'তাদের', 'সাথে', 'আছে।', 'আমাদের', 'নয়।', 'তথ্য', 'পান', '⬇️']",[8],[21]
"['…..আমাকে', 'একটা', 'কথা', 'বলো…এখানে', 'যে', 'ঈগল…এই', 'ঈগলগুলো', 'এখানে', 'উড়ছে', 'কেন?', 'বলুন', 'তো,', 'এই', 'ঈগলগুলো', 'এখানে', 'কি', 'করছে?', 'কেউ', 'কি', 'আমাকে', 'বলতে', 'পারেন', 'এখানে', 'ঈগল', 'কেন', 'এখানে', 'ঘুরে', 'বেড়াচ্ছে...কারণ', 'তারা', 'গত', 'পাঁচ', 'বছর', 'ধরে', 'চাকরি', 'পাচ্ছে', 'না।']",[22],[35]
"['2014', 'সালে', 'মোদি', 'সরকার', 'কি', 'গোপনে', 'RBI-এর', '200', 'টন', 'সোনা', 'সুইজারল্যান্ডে', 'পরিবহন', 'করেছিল?', 'স্বর্ণ', 'বিনিময়ের', 'বিনিময়ে', 'সরকার', 'কী', 'পেল?', 'কেন', 'লেনদেন', 'সম্পর্কে', 'তথ্য', 'সর্বজনীন', 'ডোমেনে', 'উপলব্ধ', 'নয়?â€']",[0],[12]
"['যেখানে', 'সম্ভব,', 'আমরা', 'এই', 'জাতীয়', 'পৃষ্ঠাগুলির', 'রিপোর্ট', 'করার', 'জন্য', 'পদক্ষেপ', 'নিই—তবে', 'কখনও', 'কখনও', 'সেগুলি', 'তাদের', 'উচিত', 'তার', 'চেয়ে', 'বেশি', 'সময়', 'ধরে', 'সক্রিয়', 'থাকে', 'তাই', 'দয়া', 'করে', 'সতর্ক', 'থাকুন৷', '“যদি', 'আপনি', 'এই', 'পৃষ্ঠাগুলির', 'সম্মুখীন', 'হন,', 'দয়া', 'করে', 'যত', 'তাড়াতাড়ি', 'সম্ভব', 'পৃষ্ঠাটিতে', 'জড়িত', 'এবং', 'রিপোর্ট', 'করবেন', 'না']",[28],[44]
"['লন্ডনের', 'মেয়র', 'লন্ডনে', 'নববর্ষের', 'আগের', 'দিন', 'উদযাপন', 'বাতিল', 'করেছেন......এবং', 'আতশবাজির', 'অনুমতি', 'দেবেন', 'না।', 'তবুও', 'এটা', 'কি', 'সত্য', 'যে', 'তিনি', 'আতশবাজি', 'সহ', 'দীপাবলি', '[sic]', 'উদযাপনের', 'অনুমতি', 'দেবেন?']",[0],[12]
"['নতুন:', '#FITN-এর', 'জন্য', 'ফাইল', 'করার', 'পরে', '-', '@PeteButtigieg', '-@joebiden', 'সম্পর্কে', 'জিজ্ঞাসা', 'করা', '-', '@foxnewspolitics', 'কে', 'বলে', '""জেতার', 'জন্য,', 'আমাদের', 'এমন', 'একজন', 'প্রার্থীকে', 'সামনে', 'রাখতে', 'হবে', 'যে', 'এই', 'দেশকে', 'এগিয়ে', 'নিয়ে', 'যাওয়ার', 'জন্য', 'প্রস্তুতি', 'প্রদর্শন', 'করতে', 'পারে..এটি', 'এমন', 'নয়', 'স্বাভাবিক', 'অবস্থায়', 'ফিরে', 'যাওয়ার', 'মতো', 'সহজ""', '#2020নির্বাচন']",[1],[24]
"['আপনি', 'যদি', 'এখানে', 'অবৈধভাবে', 'থাকেন', 'তাহলে', 'আমরা', 'এদেশে', 'আরও', 'বেশি', 'প্রতিকূল', 'পরিবেশ', 'তৈরি', 'করার', 'চেষ্টা', 'করছি।']",[1],[15]
"['মেঘানের', 'জন্য', 'খুবই', 'দুঃখজনক', 'কারণ', 'রাণীর', 'শেষ', 'আদেশে', 'তাকে', 'অন্ত্যেষ্টিক্রিয়ায়', 'যোগ', 'দিতে', 'অস্বীকার', 'করা', 'হয়েছিল']",[0],[14]
"['এটা', 'শুধু', 'একটি', 'টাকা', 'দখল.', 'সম্পদ', 'হস্তান্তর', 'যদি', 'আপনি', 'চান']",[0],[5]
"['হৃদপিণ্ডের', 'শিরা', 'খোলার', 'জন্য', 'অ্যাঞ্জিওপ্লাস্টি', 'বা', 'বাইপাস', 'প্রাকৃতিক', 'থেরাপির', 'প্রয়োজন', 'নেই', 'লেবুর', 'রস', '-1', 'কাপ', 'আদার', 'রস', '-1', 'কাপ', 'রসুনের', 'রস', '-', '1', 'কাপ', 'আপেল', 'ভিনেগার', '-1', 'কাপ', '0/Dallyl-lealtM1Gen', 'উপরে', 'সব', 'মিশিয়ে', 'হালকা', 'আঁচে', 'ফুটিয়ে', 'নিন,', 'যখন', 'তিন', 'কাপ', 'হয়ে', 'উঠুন,', 'নামিয়ে', 'ঠান্ডা', 'করুন।', 'এবার', 'এতে', '৩', 'কাপ', 'প্রাকৃতিক', 'মধু', 'মিশিয়ে', 'একটি', 'পরিষ্কার', 'বোতলে', 'ভরে', 'রাখুন।', 'যেভাবে', 'নেবেন:', 'প্রতিদিন', 'সকালের', 'নাস্তার', 'আগে', 'এক', 'টেবিল', 'চামচ', 'এই', 'জুস', 'খান।', 'আপনার', 'শিরা', 'থেকে', 'ব্লকেজ', 'ধীরে', 'ধীরে', 'অদৃশ্য', 'হয়ে', 'যাবে।']",[2],[7]
"['থ্রেড:', 'মার্কিন', 'যুক্তরাষ্ট্র', 'যদি', 'বিশ্বের', 'পরাশক্তি', 'থাকতে', 'চায়,', 'আমাদের', 'অবশ্যই', 'শক্তির', 'স্বাধীনতা', 'থাকতে', 'হবে।', '2022', 'সালের', 'শক্তি', 'স্বাধীনতা', 'এবং', 'নিরাপত্তা', 'আইন', 'আমরা', 'নিজেদের', 'এবং', 'আমাদের', 'মিত্রদের', 'জন্য', 'সম্ভাব্য', 'সবচেয়ে', 'পরিষ্কার', 'শক্তি', 'উৎপাদন', 'করতে', 'পারি', 'তা', 'নিশ্চিত', 'করার', 'জন্য', 'প্রয়োজনীয়', 'অনুমতিমূলক', 'সংস্কার', 'করবে।']",[0],[41]
"['ভ্যাকসিনের', 'ব্যবহার', 'দ্রুত', 'বৃদ্ধি', 'পেয়েছে', 'এবং', 'তাই,', 'তাই', 'ভ্যাকসিনেশনের', 'সাথে', 'সাময়িক', 'সম্পর্ক', 'সহ', 'মারাত্মক', 'ঘটনাগুলির', 'রিপোর্ট', 'করা', 'হয়েছে', 'যদিও,', 'এটি', 'টিকা', 'এবং', 'রিপোর্ট', 'করা', 'মৃত্যুর', 'মধ্যে', 'একটি', 'লিঙ্ক', 'নির্দেশ', 'করে', 'না']",[8],[24]
"['কিন্তু', 'আপনাদের', 'মধ্যে', 'কেউ', 'কেউ', 'এখনও', 'ছুটে', 'চলেছেন', 'সমাজের', 'কাছে', 'গ্রহণযোগ্য', 'সিরিঞ্জ', 'পেতে।', 'চ***', 'যে!', 'এবং', 'FJB!']",[8],[12]
"['আপনি', 'কি', 'জানেন,', 'যে', 'বাদাম', 'পার্শ্ব', 'প্রতিক্রিয়া', 'ছাড়াই', 'আপনার', 'ভগ', 'আঁটসাঁট', 'করতে', 'পারে?', 'এটি', 'চেষ্টা', 'করুন', 'এবং', 'পরে', 'আমাকে', 'ধন্যবাদ.', '.', 'ঈশ্বর', 'বিস্ময়কর!', 'দিকনির্দেশ/প্রণালী:', 'কাঁচা', 'চিনাবাদাম', 'পান', '..২', 'দিন', 'রোদে', 'শুকিয়ে', 'নিন,', 'খোসা/পিঠের', 'সাথে', 'সারারাত', 'ভিজিয়ে', 'রাখুন', 'পানির', 'সাথে', '৪', 'দিন', 'সকালে', 'পান', 'করুন', 'ফলাফল', 'দেখতে', '৫ম', 'দিনে', 'বন্ধ', 'করুন।', 'জল', 'শেষ', 'হয়ে', 'গেলে', 'আপনি', 'এটিকে', 'প্রতিদিন', 'জল', 'দিয়ে', 'আবার', 'ভিজিয়ে', 'রাখতে', 'পারেন..', 'দয়া', 'করে', 'খুব', 'বেশি', 'নিবেন', 'না', 'অন্যথায়', 'জায়গাটি', 'খুব', 'শক্ত', 'হয়ে', 'যাবে,', 'আপনি', 'যদি', 'এটি', 'দ্বিতীয়বার', 'ভাঙতে', 'চান', 'না।', 'হাঃ', 'হাঃ', 'হাঃ.', 'আপনি', 'এখনও', 'এটি', 'সম্পর্কে', 'আরও', 'জানতে', 'এবং', 'আমাকে', 'ধন্যবাদ', 'জানাতে', 'আপনার', 'Google', 'ব্যবহার', 'করতে', 'পারেন।', 'উপহার', 'Nyenty', 'কে', 'যত্ন', 'করে', 'মায়ের', 'দ্বারা', 'ইনস্টাগ্রামে', 'আমাকে', 'অনুসরণ', 'করুন', '#giftnyenty', 'অনুগ্রহ', 'করে', 'আমাদের', 'পেজে', 'লাইক', 'দিন', 'এবং', 'অন্যদের', 'শিক্ষিত', 'করার', 'জন্য', 'শেয়ার', 'করুন।', 'ধন্যবাদ']",[20],[67]
"['@Arizonapbs-এ', '5', 'এবং', '10', 'টায়', 'দেখুন:', 'AZ', 'সেক্রেটারি', 'অফ', 'স্টেটের', 'প্রার্থীরা', 'বিতর্কের', 'মুখোমুখি', 'হচ্ছেন।', '@tedatpbs', 'এবং', '@ruelaswritings', 'মধ্যপন্থী', 'হিসাবে', '@Adrian_Fontes', 'এবং', '@RealMarkFinchem', 'মেল-ইন', 'ভোটিং', 'সম্পর্কে', 'উত্তপ্ত', 'বাক্য', 'বিনিময়', 'করেছে।']",[14],[28]
"['কালো', 'রসুনে', 'সাদা', 'রসুনের', 'দ্বিগুণ', 'অ্যান্টিঅক্সিডেন্ট', 'মাত্রা', 'রয়েছে,', 'এটি', '14', 'ধরনের', 'ক্যান্সারের', 'জন্য', 'বিষাক্ত', 'এবং', 'শক্তিশালী', 'নিরাময়', 'সুবিধা', 'রয়েছে']",[0],[13]
"['কংগ্রেস', 'উন্মুক্ত', 'করেছে', 'সমগ্র', 'লিঙ্গায়ত', 'ও', 'বীরশৈব', 'সম্প্রদায়ের', 'বিভাজন', 'সোনিয়া', 'গান্ধীর', 'সরাসরি', 'নির্দেশে', 'রোপণ', 'করা', 'হয়েছিল', 'কংগ্রেস', 'নেতা', 'এমবি', 'পাটিলের', 'সোনিয়া', 'গান্ধীকে', 'লেখা', 'চিঠি', 'সোনিয়া', 'গান্ধী', 'কর্ণাটকের', 'হিন্দু', 'সম্প্রদায়কে', 'কীভাবে', 'বিভক্ত', 'করতে', 'চেয়েছিল', 'তার', 'চমকপ্রদ', 'বিবরণ', 'প্রকাশ', 'করেছে']",[3],[36]
"['হোয়াইট', 'হাউস', 'কি', 'সত্যিই', 'লেসলি', 'স্ট্যাহলকে', 'একটি', '2,500', 'পৃষ্ঠার', 'ফাঁকা', 'পৃষ্ঠার', 'বাইন্ডার', 'দিয়েছিল', 'যা', 'তারা', 'বলেছিল', 'যে', 'ট্রাম্পের', 'স্বাস্থ্যসেবা', 'পরিকল্পনা?']",[7],[19]
"['যখন', 'অ্যান্টি-বাগ', 'হওয়া', 'গোঁড়ামি:', 'সারা', 'বিশ্বে', 'কোটি', 'কোটি', 'মানুষ', 'তাদের', 'দৈনন্দিন', 'খাদ্যের', 'অংশ', 'হিসেবে', 'পোকামাকড়', 'খায়।', 'আমরা', 'জিজ্ঞাসা', 'করি:', 'বাগ-ভিত্তিক', 'ডায়েটে', 'রূপান্তর', 'করতে', 'না', 'চাওয়া', 'কি', 'বর্ণবাদী?']",[16],[26]
