tokens,span_start_index,span_end_index
"['According', 'to', 'the', 'writings', 'of', 'the', 'soulless', 'dehumanised', 'future', 'the', 'WEF', 'have', 'planned.', 'We', ""won't"", 'need', 'animal', 'charities', 'because', ""we'll"", 'cease', 'to', 'have', 'pets', 'and', 'eat', 'meat.', 'We', 'will', 'become', 'more', 'android', 'in', 'our', 'needs.', 'I', 'think', 'animals', 'are', 'very', 'important,', 'very', 'special', 'and', 'very', 'much', 'appreciated', 'as', 'companions.', 'These', 'soulless', 'God', 'players', 'are', 'abundant', 'in', 'their', 'greed', 'and', 'need', 'for', 'power.', 'They', ""don't"", 'want', 'family', 'life', 'to', 'exist,', 'so', 'they', 'fake', 'concerns', 'for', 'minority', 'groups', 'who', 'think', ""they're"", 'being', 'liberated,', 'yet', 'their', 'liberation', 'draws', 'them', 'closer', 'to', 'the', 'need', 'for', 'government', 'handouts', 'and', 'control.', 'Like', 'moths', 'to', 'a', 'flame,', ""they're"", 'drawn', 'in.', 'The', 'breakdown', 'of', 'the', 'family', 'unit', 'is', 'as', 'essential', 'as', 'the', 'breakup', 'of', 'nation', 'states', 'for', 'their', 'plans', 'to', 'come', 'to', 'fruition.', 'Meanwhile', 'nations', 'like', 'Russia', 'and', 'China', 'concentrate', 'on', 'nothing', 'but', 'the', 'nation', 'state.', 'Making', 'them', 'stronger', 'through', 'trade', 'and', 'military', 'capabilities.', 'Our', 'politicians', 'are', 'either', 'culpable', 'in', 'our', 'demise', 'or', 'too', 'dumb', 'to', 'see', 'it.']",[13],[26]
"['आतंकी', 'संगठन', 'हमास', 'समर्थक', 'ईमान', 'वाले', 'बायकॉटियों', 'इजरायल', 'के', 'विरोध', 'में', 'फेसबुक', 'कब', 'छोड़', 'रहे', 'हो']",[0],[14]
"['ऑस्ट्रेलिया', 'के', 'एक', 'न्यूज', 'चैनल', 'ने', 'ऐसे', 'कोविड', 'एक्टर्स', 'को', 'लेकर', 'खुलासा', 'किया', 'जिनकी', 'मदद', 'से', 'लोगों', 'को', 'वैक्सीन', 'लगवाने', 'के', 'लिए', 'राजी', 'किया', 'जाता', 'था']",[0],[25]
"['Damar', 'Hamlin', 'is', 'dead', 'folks.', 'The', 'guy', 'yesterday', 'was', 'just', 'a', 'stage', 'they', 'can’t', 'afford', 'for', 'this', 'to', 'come', 'out', 'bc', 'he', 'died', 'on', 'national', 'tv.', 'Not', 'been', 'funny', 'but', 'he', 'drop', 'dead', 'like', 'a', 'fly', 'basically', '🤷🏽\u200d♂️.', 'I', 'even', 'found', 'his', 'death', 'certificate', 'w/', 'his', 'mom', 'name', 'on', 'it.']",[0],[3]
"['आगामी', '9', 'तारिख', 'को', 'हिन्दू', 'शेरनी', '#कंगनारनोट', 'का', 'महाराष्ट्र', 'की', 'राजधानी', 'मुंबई', 'में', 'भव्य', 'स्वागत', 'किया', 'जायेगा।', 'संजयराऊत', 'हिम्मत', 'हैं', 'तो', 'रोक', 'के', 'दिखाना।']",[17],[23]
"['Donald', 'trump', 'getting', 'arrested', 'today,', 'what', 'a', 'time', 'to', 'be', 'alive']",[0],[4]
"['Does', 'this', 'sound', 'like', 'an', 'infrastructure', 'bill', 'to', 'you?', ""It's"", 'not.', ""It's"", 'the', 'Green', 'New', 'Deal.', '""It', 'is', 'the', 'first', 'step', 'in', 'a', 'two-part', 'agenda', 'to', 'overhaul', 'American', 'capitalism,', 'fight', 'climate', 'change', 'and', 'attempt', 'to', 'improve', 'the', 'productivity', 'of', 'the', 'economy.""']",[11],[22]
"['Mark', 'Finchem', '(', '@RealMarkFinchem', '):', 'In', '#Arizona,', ""it's"", 'flood', 'the', 'zone', 'with', 'fake', 'ballots']",[4],[13]
"['Did', 'you', 'know?', 'â€”', 'Nancy', 'Pelosiâ€™s', 'Bay', 'Area', 'Bailout', 'included', '$600', 'million', 'for', 'San', 'Francisco,', 'part', 'of', 'which', 'goes', 'to', 'cover', 'the', 'tab', 'for', 'free', 'alcohol', 'and', 'marijuana', 'for', 'the', 'homeless.', 'Iâ€™ve', 'said', 'it', 'before', 'and', 'Iâ€™ll', 'say', 'it', 'again:', 'this', 'bailout', 'is', 'too', 'costly,', 'corrupt,', 'and', 'liberal.']",[3],[30]
"['the', 'committee', 'agreed', 'that', 'the', 'potential', 'health', 'benefits', 'of', 'vaccination', 'are', 'greater', 'than', 'the', 'potential', 'health', 'risks']",[0],[16]
"['Delhi', 'fridge', 'murder:', 'Injuries', 'suggest', 'Nikki', 'put', 'up', 'a', 'fight;', 'â€˜panickedâ€™', 'Sahil', 'drove', 'for', 'hours', 'https://indianexpress.com/article/cities/delhi/delhi-fridge-murder-injuries-suggest-nikki-put-up-a-fight-panicked-sahil-drove-for-hours-8447648/â€¦', 'via', '@IndianExpress', '.', 'I', 'blame', 'the', 'stupid', 'Hindu', 'girls', 'for', 'flourishing', 'love', 'jihad', '!', 'They', 'get', 'what', 'they', 'deserve', '!']",[9],[35]
"['Among', 'countries', 'with', 'more', 'than', '1', 'lakh', 'cases,', 'India', 'has', 'the', 'second', 'fastest', 'doubling', 'rate.', 'Please', 'tell', 'your', 'ministers', 'to', 'not', 'fool', 'people', 'into', 'a', 'false', 'sense', 'of', 'security', 'dear', 'PM', '@narendramodi', '.', 'Please.']",[0],[14]
"['We', 'are', 'aware', 'there', 'have', 'been', 'and', 'will', 'be', 'rumours', 'and', 'false', 'reports', 'about', 'the', 'progress', 'of', 'the', 'trial.', 'We', 'urge', 'people', 'not', 'to', 'give', 'these', 'any', 'credibility', 'and', 'not', 'to', 'circulate', 'them.', 'We', 'will', 'not', 'be', 'offering', 'a', 'running', 'commentary', 'about', 'the', 'trial', 'but', 'all', 'official', 'updates', 'will', 'appear', 'on', 'this', 'site']",[0],[18]
"['What', 'do', 'you', 'think', '?ðŸ‘€', 'Follow', '@elonmusksocial', 'for', 'more', '.', '.', '.', '....', '#successfoundation', '#successinlife', '#6amsuccess', '#dressforsuccess', '#successbefore30', '#slimmingworldsuccess', '#successfulstoners', '#successcoaching', '#roadtosuccess', '#blacksuccess', '#successfromhome', '#successfullifestyle', '#successfulentrepreneur', '#successfulhabits', '#successfulthinking', '#successtips101', '#successowner', '#successfulnight', '#successfulmindsets', '#successfulmind', '#successandnothingless', '#successbooks', '#successacademy', '#successfulbarber', '#successmagazine']",[5],[37]
"['Ninth', 'fail', 'is', 'enough', 'monkeys....', 'At', 'the', 'age', 'when', 'your', 'father', 'used', 'to', 'sell', 'tea,', 'Tejashwi', 'Yadav', 'got', 'the', 'youngest', 'political', 'award', 'in', 'London!!']",[15],[23]
"['व्लादिमीर', 'पुतिन', 'जब', '2000वीं', 'ईसवी', 'में', 'जापान', 'के', 'दौरे', 'पर', 'थे', 'तब', 'एक', 'यंग', 'लड़की', 'ने', 'जूडो', 'में', 'पटक', 'दिया', 'था.', 'इसके', 'बाद', 'वो', 'लड़की', 'कभी', 'नहीं', 'देखी', 'गई']",[1],[20]
"['On', 'tonight’s', 'very', 'important', 'video', 'we', 'covered', 'the', 'truth', 'that', 'is', 'finally', 'coming', 'out', 'in', 'the', 'mainstream', 'media', 'about', 'all', 'the', 'so-called', '“expert”', 'covid', 'statements', 'that', 'have', 'now', 'been', 'debunked.', 'We', 'also', 'addressed', 'the', 'true', 'number', 'of', 'people', 'taking', 'a', 'stand', 'against', 'the', 'unlawful', 'Director', 'ID', '“obligations.', 'We', 'also', 'spoke', 'about', 'the', 'banks', 'raising', 'rates', 'before', 'the', 'RBA', 'does,', 'and', 'how', 'there', 'is', 'currently', 'a', 'systematic', 'financial', 'attack', 'on', 'ALL', 'Australians', '–', 'rich,', 'middle', 'class', 'and', 'poor.', 'And,', 'finally,', 'we', 'finished', 'off', 'by', 'going', 'through', 'some', 'more', 'great', 'memes', 'to', 'really', 'get', 'people', 'thinking', 'about', 'what', 'is', 'going', 'on', 'at', 'the', 'moment.', 'The', 'information', 'on', 'tonight’s', 'video', 'really', 'is', 'applicable', 'to', 'ALL', 'Australians', 'so', 'please', 'be', 'sure', 'to', 'share', 'this', 'around', 'as', 'far', 'and', 'as', 'wide', 'as', 'possible.']",[66],[76]
"['पठान', 'देखते', 'ही', 'हरकत', 'में', 'आये', 'गुरमीत', 'राम', 'रहीम,', 'खुद', 'कैंसल', 'कर', 'अपनी', 'पैरोल।']",[0],[13]
"['आमिर', 'खान', 'ने', 'कहा', 'है', 'अगर', 'लाल', 'सिंह', 'चड्ढा', 'मूवी', 'फ्लॉप', 'हुई', 'तो', 'वह', 'भारत', 'में', 'नहीं', 'रहेंगे।', 'कौन', 'कौन', 'चाहता', 'है', 'कि', 'आमिर', 'जल्द', 'भारत', 'छोड़े', '?']",[0],[17]
"['this', 'is', 'math', 'homework', 'from', 'a', 'public', 'school', 'district', 'in', 'missouri.', 'how', 'does', 'this', 'help', 'kids', 'learn', 'algebra,', 'exactly?', 'no', 'wonder', 'china', 'is', 'winning…']",[6],[18]
"['Want', 'to', 'take', 'selfies', 'with', ""'No"", ""filter'?"", 'We', 'have', 'something', 'for', 'you', 'in', 'your', 'budget!', '🧐']",[0],[6]
"['ਸਿਰਫ', 'ਇੱਕ', 'ਹੀ', '#ਮਜ਼ਹਬ', 'ਹੈ', '#ਮਜ਼ਹਬ', 'ਏ', '#ਇਸਲਾਮ…', 'ਇੰਗਲੈਂਡ', 'ਦੇ', 'ਕ੍ਰਿਕਟਰ', 'ਜੋਨੀ', 'ਬੇਯਰਸਟੋ', 'ਨੇ', 'ਇਸਲਾਮ', 'ਕਬੂਲ', 'ਕਰ', 'ਲਿਆ', 'ਹੈ।…', 'ਵੇਖ', 'ਦੁਨੀਆ', 'ਦੇ', 'ਨਾਦਾਨੋਂ', 'ਮੇਰੇ', '#ਮੁਹੱਮਦ', 'ਏ', 'ਅਰਬੀ', 'ਦਾ', 'ਦੀਨ', 'ਏ', 'ਇਸਲਾਮ', 'ਇੱਕ', 'ਸੱਚਾ', 'ਮਜ਼ਹਬ', 'ਹੈ', 'ਜਿਸਦੇ', 'ਖਿਲਾਫ', 'ਤੁਸੀਂ', 'ਕਿੰਨਾ', 'ਵੀ', 'ਗਲਤ', 'ਪ੍ਰਚਾਰ', 'ਕਰਦੇ', 'ਰਹੋ', 'ਪਰ', 'ਇਸਲਾਮ', 'ਦੁਨੀਆ', 'ਦੇ', 'ਘਰ', 'ਘਰ', 'ਅੰਦਰ', 'ਦਾਖ਼ਲ', 'ਹੋ', 'ਕੇ', 'ਰਹੇਗਾ', 'ਅਤੇ', 'ਦੁਨੀਆ', 'ਦੇ', 'ਝੂਠੇ', 'ਮਜ਼ਹਬਾ', 'ਦਾ', 'ਖਾਤਮਾ', 'ਹੋ', 'ਕੇ', 'ਰਹੇਗਾ….sab', 'kaho', 'masha', 'Allah………']",[8],[18]
"['यही', 'है', 'पवार', 'पॉवर!', 'उद्धव', 'ठाकरे', 'से', 'एनसीपी', 'से', 'गठबंधन', 'तोड़ने', 'की', 'बात', 'कहने', 'वाले', 'शिंदे', 'साहब।']",[0],[16]
"['बचपन', 'का', 'प्यार', 'गाने', 'वाले', 'सहदेव', 'को', 'गिफ्ट', 'में', 'मिली', '23', 'लाख', 'की', 'MG', 'की', 'कार,', 'इंटरनेट', 'पर', 'मचा', 'दिया', 'था', 'धमाल।']",[0],[18]
"['The', 'queen', 'herself', 'throwing', 'food', 'to', 'African', 'kids', 'like', 'they', 'are', 'chicken.', 'She', 'had', 'to', 'die', 'a', 'ruthless', 'death', '#BlackTwitter', 'Luhya', '#IrishTwitter', 'Julius', 'Malema', 'Odingas', 'Tanzania', 'King', 'Charles', 'Dedan', 'Kimathi', 'Mombasa', 'Lizzie', 'No', 'Epl', 'Jeff', 'Bezos', '#LondonBridgeIsDown', 'British', 'Empire']",[0],[16]
"['निर्माणधीन', 'श्री', 'राम', 'मंदिर', 'अयोध्या', 'के', 'लिए', 'पत्थरों', 'की', 'ऐसी', 'नक्कशी', 'जैसे', 'सुनार', 'ने', 'कोई', 'गहना', 'बनाया', 'हों', 'l', 'ताजमहल', 'से', 'भी', 'सुंदर,', 'खूबसूरत', 'हैं,', 'अपना', 'राष्ट्र', 'मंदिर', 'l', 'जय', 'श्री', 'राम', 'l', 'भारत', 'माता', 'की', 'जय', '!', 'वन्दे', 'मातरम!']",[0],[18]
"['No', 'surprise.', 'All', 'they', 'do', 'is', 'censor', 'and', 'lie', 'about', 'anything', 'to', 'attack', '@realDonaldTrump', '.', 'Itâ€™s', 'truly', 'disgraceful.']",[1],[17]
"['Radical', 'reconfigurations', 'of', 'services', 'should', 'not', 'be', 'undertaken', 'simply', 'to', 'release', 'additional', 'land', 'but', 'will', 'need', 'to', 'be', 'based', 'on', 'a', 'full', 'clinical', 'case', 'for', 'change,', 'both', 'improving', 'services', 'and', 'delivering', 'better', 'value', 'for', 'money']",[0],[20]
"['तुर्की', 'में', 'आई', 'सुनामी', 'और', 'भूकंप', 'की', 'ड्रोन', 'फुटेज']",[0],[8]
"['Every', 'day', 'there', 'are', 'a', 'lot', 'of', 'lost', 'packages', 'piling', 'up', 'in', 'the', 'warehouses.', 'By', 'rule,', 'Amazon', 'can', 'throw', 'these', 'packages', 'away,', 'but', 'now', 'they’re', 'running', 'a', 'promotion', 'and', 'giving', 'away', 'random', 'packages', 'for', 'just', '1$!', 'You', 'can', 'easily', 'get', 'appliances,', 'iPhones,', 'kitchen', 'items,', 'or', 'other', 'items!', 'Anyone', 'can', 'get', 'a', 'parcel', 'by', 'filling', 'out', 'the', 'form', 'at👉https://bit.ly/Get_Form_US_Pallets', 'Limited', 'quantities', 'available!!!.']",[14],[47]
"['பொதுவாக', 'Chikoo', 'என்று', 'அழைக்கப்படும்', 'உள்ளூர்', 'பழமான', 'சப்போட்டாவில்', 'கோவிட்-19', 'நோய்க்கான', 'சிகிச்சை', 'கண்டுபிடிக்கப்பட்டுள்ளது']",[0],[10]
"['Salman', 'Khan', 'भाई', 'ने', 'ये', 'गीत', 'Bharat', 'Jodo', 'Yatra', 'को', 'समर्पित', 'किया', '|', 'हिंदू', 'मुस्लिम', 'सिख', 'ईसाई', 'सब', 'अपने', 'हैं', 'भाई', 'भाई', '|']",[0],[12]
"['#PriyankaCares', 'At', 'the', 'time', 'of', 'this', 'disaster,', 'the', 'entire', 'country', 'needs', 'to', 'fight', 'unitedly,', 'but', 'the', 'arrogance', 'and', 'small', 'thinking', 'of', 'the', 'Yogi', 'government', 'is', 'also', 'playing', 'with', 'the', 'interests', 'of', 'the', 'workers.', 'Priyanka', 'Gandhi', 'is', 'working', 'for', 'every', 'section', 'without', 'political', 'discrimination.']",[33],[41]
"['Habang', 'okupado', 'ang', 'mga', 'Mamamayan', 'kung', 'paano', 'maparami', 'ang', 'mga', '""Community', 'Pantry""', 'sa', 'bawat', 'komunidad', 'para', 'mas', 'dumami', 'ang', 'maibsan', 'ang', 'gutom;', 'abalang', 'abala', 'naman', 'si', 'Duterte', 'at', 'ang', 'NTF', 'ELCAC', 'kung', 'paano', 'maikabit', 'sa', '""Komunista""', 'ang', '""Community', 'Pantries"".', 'Lumalabas', 'na', 'ang', 'tarps', 'na', '""Community', 'Pantry', 'ng', 'Communist', 'Party""', 'na', 'hindi', 'raw', 'ang', 'NTF', 'ELCAC', 'ang', 'may', 'gawa.', 'See?!']",[7],[58]
"['There', 'is', 'a', 'possibility', 'that', 'these', 'common', 'adverse', 'reactions,', 'that', 'are', 'not', 'dangerous', 'in', 'fitter,', 'younger', 'patients', 'and', 'are', 'not', 'unusual', 'with', 'vaccines,', 'may', 'aggravate', 'underlying', 'disease', 'in', 'the', 'elderly']",[5],[29]
"['अभी-अभी', 'सरकार', 'का', 'बहुत', 'बड़ा', 'फैसला.', 'ब्रेकिंग', 'न्यूज.', 'रद्द', 'हुई', 'अग्निपथ', 'योजना.', 'राज्यपाल', 'की', 'लगी', 'मुहर.', 'भाजपा', 'में', 'मचा', 'हड़कंप']",[8],[11]
"['a', 'quote', 'from', 'joe', 'biden', '""antifa', 'is', 'an', 'idea', 'not', 'an', 'organization""']",[0],[11]
"['கொள்ளை', 'அடிக்கவேண்டும்..மக்களின்', 'பணத்தை', 'அல்ல..மக்களின்', 'மனதை.கோடான', 'கோடி', 'மக்களின்', 'உள்ளத்தை', 'கொள்ளை', 'அடித்த', 'யோகி', 'ஆதித்யநாத்திற்கு', 'கூடிய', 'கூட்டம்', 'இது.', 'அதுவும்', 'பீகாரில்,']",[0],[14]
"['à¤¯à¤¹', '""à¤ªà¤', 'à¤¾à¤¨""', 'à¤¤à¥‹', 'à¤•à¤¸à¥\x8dà¤Ÿà¤®', 'à¤šà¥‹à¤°', 'à¤¨à¤¿à¤•à¤²à¤¾.', 'à¤¯à¤¹', 'à¤¤à¤¸à¥\x8dà¤µà¥€à¤°', 'à¤ªà¥‚à¤°à¥‡', 'à¤\xadà¤¾à¤°à¤¤', 'à¤®à¥‡à¤‚', 'à¤¹à¥\x81à¤\x8f', 'à¤¬à¤¦à¤²à¤¾à¤µ', 'à¤•à¥€', 'à¤•à¤¹à¤¾à¤¨à¥€', 'à¤¬à¤¤à¤¾', 'à¤°à¤¹à¤¾', 'à¤¹à¥ˆ,', 'à¤¸à¤¾à¤§à¤¾à¤°à¤£', 'à¤†à¤¦à¤®à¥€', 'à¤•à¥€', 'à¤¤à¤°à¤¹', 'à¤¹à¤¾à¤¥', 'à¤•à¥‹', 'à¤Šà¤\x81à¤šà¤¾', 'à¤•à¤°à¤•à¥‡', '""police""', 'à¤•à¥‡', 'à¤¸à¤¾à¤®à¤¨à¥‡', 'à¤œà¥‹', 'à¤–à¤¡à¤¼à¤¾', 'à¤¹à¥ˆ,', 'à¤‰à¤¸à¥‡', 'à¤¬à¤¾à¤¦à¤¶à¤¾à¤¹', 'à¤¬à¥‹à¤²à¤¾', 'à¤œà¤¾à¤¤à¤¾', 'à¤¹à¥ˆ.', 'à¤•à¤¿à¤¸à¥€', 'à¤¨à¥‡', 'à¤•à¤²à¥\x8dà¤ªà¤¨à¤¾', 'à¤\xadà¥€', 'à¤¨à¤¹à¥€à¤‚', 'à¤•à¥€', 'à¤¹à¥‹à¤—à¥€', 'à¤•à¤¿,', 'à¤¶à¤¾à¤¹à¤°à¥\x81à¤–à¤¼', 'à¤•à¥‡', 'à¤¸à¤¾à¤¥', 'à¤\xadà¤¾à¤°à¤¤', 'à¤®à¥‡à¤‚', '1/1']",[7],[37]
"['The', 'Radical', 'Left', 'Democrats', 'and', 'their', 'Fake', 'News', 'Media', 'partners,', 'headed', 'up', 'again', 'by', 'Little', 'Adam', 'Schiff,', 'and', 'batting', 'Zero', 'for', '21', 'against', 'me,', 'are', 'at', 'it', 'again!', 'They', 'think', 'I', 'may', 'have', 'had', 'a', 'â€œdiceyâ€\x9d', 'conversation', 'with', 'a', 'certain', 'foreign', 'leader', 'based', 'on', 'a', 'â€œhighly', 'partisanâ€\x9d', 'whistleblowers..']",[45],[47]
"['tanzania', 'has', 'banned', 'swahili', 'secondary', 'schools', '“we’ve', 'banned', 'the', 'use', 'of', 'swahili', 'in', 'all', 'our', 'secondary', 'schools.', 'we', 'need', 'to', 'ensure', 'our', 'students', 'united', 'nationsderstand', 'and', 'are', 'able', 'to', 'use', 'english', 'in', 'accoroadnce', 'with', 'the', 'policies', 'of', 'education,”', 'the', 'directive', 'was', 'issued', 'by', 'benjamin', 'oganga,', 'an', 'officer', 'attached', 'to', 'the', 'ministry', 'of', 'education']",[0],[16]
"['This', 'is', 'a', 'rare', 'picture', 'of', 'Shegaon’s', 'Gajanan', 'Maharaj,', 'share', 'it', 'with', 'maximum', 'people.', 'Whatever', 'you', 'wish', 'for', 'will', 'come', 'true.']",[3],[8]
"['Ironic.', 'And', 'it’s', 'the', 'Guardian,', 'too!']",[0],[5]
"['#Monkeypox', 'is', 'reported', 'in', 'Countries', 'that', 'used', '#Pfitzer', '#vaccine.', 'Tis', 'in', 'reality', 'the', '#herpeszÃ³ster', 'induced', 'by', 'the', '#COVID', 'vax', 'which', 'weaken', 'our', 'immune', 'system.', 'Tis', 'a', 'ruse', 'by', 'Pfitzer', '2cover', 'up', 'its', 'activity', '&', 'is', 'of', 'course', 'using', 'the', 'Suisse', 'private', 'corruptable', 'Org', '#WHO', '2deflect', 'attention']",[0],[8]
"['Call', 'it', 'Fortunate', 'or', 'Unfortunate', '🤔???', 'NRC', 'started', 'in', 'Assam.', 'They', 'have', 'begun', 'evicting', 'people', 'from', 'their', 'homes.', 'The', 'media', ""doesn't"", 'show', 'this.', 'This', 'is', 'only', 'one', 'of', 'the', 'many', ""that's"", 'not', 'shown.', 'Very', 'unfortunate.']",[6],[17]
"['Pfizer', 'vaccine', 'is', '90%', 'effective', 'Virus', 'has', '99.97%', 'recovery', 'rate', 'I’m', 'not', 'an', 'accountant', 'anymore', 'but', 'I’m', 'pretty', 'sure', 'we', 'don’t', 'need', 'this', 'jab', 'at', 'all', '💉🤮🤦🏻\u200d♀️', '(or', 'any', 'other', 'for', 'that', 'matter)']",[0],[32]
"['भारी', 'बारिश', 'मे', 'सूट', 'को', 'स्वीमींग', 'सूट', 'बना', 'दिया।']",[0],[8]
"['Fears', 'patients’', 'lives', 'at', 'risk', 'in', 'medicine', 'shortage']",[0],[7]
